"estimate","statistic","p.value","method","alternative","im.cell","microbe","cancer"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Streptomyces","GU"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Streptomyces","GU"
-0.5108066,2009.373,0.02136044,"Spearman's rank correlation rho","two.sided","B.cells.naive","Sugiyamaella","GU"
0.1574589,1120.58,0.5073361,"Spearman's rank correlation rho","two.sided","B.cells.memory","Sugiyamaella","GU"
-0.1894737,1582,0.4219487,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Sugiyamaella","GU"
-0.1023396,1466.112,0.6676778,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Sugiyamaella","GU"
-0.1150809,1483.058,0.6290039,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Sugiyamaella","GU"
-0.04505502,1389.923,0.8503959,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Sugiyamaella","GU"
0.2238626,1032.263,0.3427232,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Sugiyamaella","GU"
0.1298862,1157.251,0.5852116,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Sugiyamaella","GU"
0.4877949,681.2327,0.0291223,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Sugiyamaella","GU"
0.07725162,1227.255,0.7461511,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Sugiyamaella","GU"
-0.1761272,1564.249,0.4576124,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Sugiyamaella","GU"
0.006792501,1320.966,0.9773262,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Sugiyamaella","GU"
-0.3649848,1815.43,0.1135775,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Sugiyamaella","GU"
-0.07368421,1428,0.7576117,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Sugiyamaella","GU"
-0.1513501,1531.296,0.5241498,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Sugiyamaella","GU"
0.2656692,976.6599,0.2575921,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Sugiyamaella","GU"
0.3346396,884.9293,0.1492574,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Sugiyamaella","GU"
0.06475911,1243.87,0.7862003,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Sugiyamaella","GU"
-0.2970243,1725.042,0.2034661,"Spearman's rank correlation rho","two.sided","Eosinophils","Sugiyamaella","GU"
0.4113213,782.9427,0.07158287,"Spearman's rank correlation rho","two.sided","Neutrophils","Sugiyamaella","GU"
-0.1323308,1506,0.576843,"Spearman's rank correlation rho","two.sided","TILs","Sugiyamaella","GU"
-0.5399974,2048.197,0.01398224,"Spearman's rank correlation rho","two.sided","B.cells.naive","Sulfitobacter","GU"
0.276773,961.8919,0.2374754,"Spearman's rank correlation rho","two.sided","B.cells.memory","Sulfitobacter","GU"
-0.2786148,1700.558,0.2342397,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Sulfitobacter","GU"
0.09542528,1203.084,0.6890153,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Sulfitobacter","GU"
0.1122411,1180.719,0.6375476,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Sulfitobacter","GU"
-0.03656513,1378.632,0.8783624,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Sulfitobacter","GU"
-0.02472794,1362.888,0.9175809,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Sulfitobacter","GU"
0.2543825,991.6712,0.2791141,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Sulfitobacter","GU"
0.4307159,757.1479,0.05798063,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Sulfitobacter","GU"
0.157894,1120.001,0.5061487,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Sulfitobacter","GU"
-0.4038897,1867.173,0.07738244,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Sulfitobacter","GU"
0.1730919,1099.788,0.4655223,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Sulfitobacter","GU"
-0.09462699,1455.854,0.6914938,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Sulfitobacter","GU"
0.07530129,1229.849,0.7523652,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Sulfitobacter","GU"
0.00157894,1327.9,0.9947288,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Sulfitobacter","GU"
-0.1454825,1523.492,0.5405411,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Sulfitobacter","GU"
0.2348793,1017.611,0.3188552,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Sulfitobacter","GU"
-0.08144796,1438.326,0.7328321,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Sulfitobacter","GU"
-0.4802047,1968.672,0.0321183,"Spearman's rank correlation rho","two.sided","Eosinophils","Sulfitobacter","GU"
0.2759684,962.962,0.2388979,"Spearman's rank correlation rho","two.sided","Neutrophils","Sulfitobacter","GU"
0.007530129,1319.985,0.9748647,"Spearman's rank correlation rho","two.sided","TILs","Sulfitobacter","GU"
-0.2857881,1710.098,0.2219103,"Spearman's rank correlation rho","two.sided","B.cells.naive","Symbiobacterium","GU"
0.03379205,1285.057,0.8875289,"Spearman's rank correlation rho","two.sided","B.cells.memory","Symbiobacterium","GU"
0.09487963,1203.81,0.6907091,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Symbiobacterium","GU"
-0.1908506,1583.831,0.4202417,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Symbiobacterium","GU"
0.1122411,1180.719,0.6375476,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Symbiobacterium","GU"
-0.1906054,1583.505,0.4208501,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Symbiobacterium","GU"
0.5670942,575.7647,0.009119745,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Symbiobacterium","GU"
0.02312569,1299.243,0.9229056,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Symbiobacterium","GU"
0.08961203,1210.816,0.7071325,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Symbiobacterium","GU"
0.02210516,1300.6,0.9262987,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Symbiobacterium","GU"
-0.02967353,1369.466,0.901168,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Symbiobacterium","GU"
-0.3023439,1732.117,0.1951006,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Symbiobacterium","GU"
-0.1961221,1590.842,0.4072725,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Symbiobacterium","GU"
0.1445785,1137.711,0.5430872,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Symbiobacterium","GU"
0.1136837,1178.801,0.633202,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Symbiobacterium","GU"
0.2979669,933.7041,0.2019667,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Symbiobacterium","GU"
0.1736064,1099.103,0.4641766,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Symbiobacterium","GU"
0.4494721,732.2021,0.04678526,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Symbiobacterium","GU"
-0.05864447,1407.997,0.8059998,"Spearman's rank correlation rho","two.sided","Eosinophils","Symbiobacterium","GU"
0.4417104,742.5252,0.05119652,"Spearman's rank correlation rho","two.sided","Neutrophils","Symbiobacterium","GU"
0.0993977,1197.801,0.6767275,"Spearman's rank correlation rho","two.sided","TILs","Symbiobacterium","GU"
-0.2449085,1655.728,0.2980161,"Spearman's rank correlation rho","two.sided","B.cells.naive","Tateyamaria","GU"
0.13173,1154.799,0.5798501,"Spearman's rank correlation rho","two.sided","B.cells.memory","Tateyamaria","GU"
-0.07972024,1436.028,0.7383071,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Tateyamaria","GU"
-0.075051,1429.818,0.7531637,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Tateyamaria","GU"
0.3162189,909.4288,0.1743762,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Tateyamaria","GU"
-0.2810898,1703.849,0.2299366,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Tateyamaria","GU"
0.1116162,1181.55,0.6394338,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Tateyamaria","GU"
-0.2135127,1613.972,0.3660693,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Tateyamaria","GU"
0.1752583,1096.906,0.4598697,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Tateyamaria","GU"
0.2390773,1012.027,0.3100288,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Tateyamaria","GU"
-0.221203,1624.2,0.3486377,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Tateyamaria","GU"
-0.2586746,1674.037,0.2708021,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Tateyamaria","GU"
-0.09159372,1451.82,0.7009389,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Tateyamaria","GU"
0.06674253,1241.232,0.7798043,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Tateyamaria","GU"
-0.03887436,1381.703,0.8707404,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Tateyamaria","GU"
0.0205909,1302.614,0.9313355,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Tateyamaria","GU"
0.4811429,690.08,0.03173547,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Tateyamaria","GU"
-0.02135266,1358.399,0.9288014,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Tateyamaria","GU"
-0.2798785,1702.238,0.2320361,"Spearman's rank correlation rho","two.sided","Eosinophils","Tateyamaria","GU"
0.09755943,1200.246,0.6824043,"Spearman's rank correlation rho","two.sided","Neutrophils","Tateyamaria","GU"
-0.02224751,1359.589,0.9258253,"Spearman's rank correlation rho","two.sided","TILs","Tateyamaria","GU"
0.3576441,854.3333,0.1215808,"Spearman's rank correlation rho","two.sided","B.cells.naive","Tenacibaculum","GU"
-0.07032202,1423.528,0.768296,"Spearman's rank correlation rho","two.sided","B.cells.memory","Tenacibaculum","GU"
0.05469179,1257.26,0.8188604,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Tenacibaculum","GU"
0.03371857,1285.154,0.887772,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Tenacibaculum","GU"
0.2355414,1016.73,0.3174533,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Tenacibaculum","GU"
0.1929799,1073.337,0.4149767,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Tenacibaculum","GU"
-0.547934,2058.752,0.01238125,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Tenacibaculum","GU"
-0.2135127,1613.972,0.3660693,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Tenacibaculum","GU"
-0.2135127,1613.972,0.3660693,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Tenacibaculum","GU"
0.05636783,1255.031,0.8134015,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Tenacibaculum","GU"
0.1775712,1093.83,0.4538738,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Tenacibaculum","GU"
0.3796376,825.082,0.09874782,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Tenacibaculum","GU"
0.3405408,877.0808,0.1417742,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Tenacibaculum","GU"
0.01946657,1304.109,0.935077,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Tenacibaculum","GU"
0.3148823,911.2065,0.1763043,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Tenacibaculum","GU"
-0.3366373,1777.728,0.146694,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Tenacibaculum","GU"
-0.2485714,1660.6,0.2906176,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Tenacibaculum","GU"
-0.0993363,1462.117,0.6769169,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Tenacibaculum","GU"
0.1313075,1155.361,0.5810769,"Spearman's rank correlation rho","two.sided","Eosinophils","Tenacibaculum","GU"
-0.2872308,1712.017,0.2194829,"Spearman's rank correlation rho","two.sided","Neutrophils","Tenacibaculum","GU"
0.2011546,1062.464,0.3950978,"Spearman's rank correlation rho","two.sided","TILs","Tenacibaculum","GU"
-0.2037476,1600.984,0.388904,"Spearman's rank correlation rho","two.sided","B.cells.naive","Terasakiella","GU"
-0.196311,1591.094,0.4068118,"Spearman's rank correlation rho","two.sided","B.cells.memory","Terasakiella","GU"
-0.1043828,1468.829,0.6614181,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Terasakiella","GU"
-0.3694325,1821.345,0.1089168,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Terasakiella","GU"
0.1833754,1086.111,0.4390063,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Terasakiella","GU"
-0.09776099,1460.022,0.681781,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Terasakiella","GU"
-0.02136565,1358.416,0.9287582,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Terasakiella","GU"
-0.260625,1676.631,0.2670767,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Terasakiella","GU"
-0.260625,1676.631,0.2670767,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Terasakiella","GU"
0.3452143,870.865,0.1360375,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Terasakiella","GU"
-0.1616358,1544.976,0.495991,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Terasakiella","GU"
-0.310925,1743.53,0.182098,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Terasakiella","GU"
-0.2072678,1605.666,0.3805826,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Terasakiella","GU"
0.07637768,1228.418,0.7489338,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Terasakiella","GU"
0.09164194,1208.116,0.7007884,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Terasakiella","GU"
0.3077498,920.6927,0.1868389,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Terasakiella","GU"
-0.1161365,1484.462,0.6258394,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Terasakiella","GU"
0.296622,935.4927,0.2041082,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Terasakiella","GU"
-0.03975096,1382.869,0.8678499,"Spearman's rank correlation rho","two.sided","Eosinophils","Terasakiella","GU"
0.4193711,772.2364,0.06567447,"Spearman's rank correlation rho","two.sided","Neutrophils","Terasakiella","GU"
-0.1264475,1498.175,0.595267,"Spearman's rank correlation rho","two.sided","TILs","Terasakiella","GU"
-0.4107266,1876.266,0.07203465,"Spearman's rank correlation rho","two.sided","B.cells.naive","Tetrapisispora","GU"
0.2260001,1029.42,0.3380127,"Spearman's rank correlation rho","two.sided","B.cells.memory","Tetrapisispora","GU"
-0.05596566,1404.434,0.8147107,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Tetrapisispora","GU"
-0.1158861,1484.128,0.6265896,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Tetrapisispora","GU"
-0.1193834,1488.78,0.6161455,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Tetrapisispora","GU"
-0.0119044,1345.833,0.9602725,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Tetrapisispora","GU"
0.1657658,1109.532,0.4848963,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Tetrapisispora","GU"
-0.07424766,1428.749,0.7557284,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Tetrapisispora","GU"
0.3680788,840.4552,0.1103204,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Tetrapisispora","GU"
0.01725742,1307.048,0.9424323,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Tetrapisispora","GU"
0.04324324,1272.486,0.8563508,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Tetrapisispora","GU"
0.1131806,1179.47,0.6347161,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Tetrapisispora","GU"
-0.2026795,1599.564,0.3914486,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Tetrapisispora","GU"
-0.02798283,1367.217,0.9067749,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Tetrapisispora","GU"
0.05694948,1254.257,0.811509,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Tetrapisispora","GU"
0.1998239,1064.234,0.3982973,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Tetrapisispora","GU"
0.3216575,902.1955,0.166679,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Tetrapisispora","GU"
0.06923824,1237.913,0.7717756,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Tetrapisispora","GU"
-0.1300518,1502.969,0.5847293,"Spearman's rank correlation rho","two.sided","Eosinophils","Tetrapisispora","GU"
0.2260001,1029.42,0.3380127,"Spearman's rank correlation rho","two.sided","Neutrophils","Tetrapisispora","GU"
0.02139863,1301.54,0.9286484,"Spearman's rank correlation rho","two.sided","TILs","Tetrapisispora","GU"
-0.4603566,1942.274,0.04109821,"Spearman's rank correlation rho","two.sided","B.cells.naive","Thalassiosira","GU"
-0.130948,1504.161,0.5821215,"Spearman's rank correlation rho","two.sided","B.cells.memory","Thalassiosira","GU"
-0.124812,1496,0.5989359,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Thalassiosira","GU"
-0.1146909,1482.539,0.6301745,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Thalassiosira","GU"
-0.1948101,1589.097,0.4104797,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Thalassiosira","GU"
-0.1561389,1537.665,0.5109471,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Thalassiosira","GU"
0.3506084,863.6909,0.1296222,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Thalassiosira","GU"
-0.2655452,1683.175,0.2578228,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Thalassiosira","GU"
-0.1168976,1485.474,0.6235617,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Thalassiosira","GU"
0.209683,1051.122,0.3749319,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Thalassiosira","GU"
-0.0707801,1424.138,0.7668266,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Thalassiosira","GU"
-0.6173629,2151.093,0.003730157,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Thalassiosira","GU"
-0.3535552,1800.228,0.1262095,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Thalassiosira","GU"
-0.1729323,1560,0.4642626,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Thalassiosira","GU"
-0.1056298,1470.488,0.6576086,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Thalassiosira","GU"
0.3231532,900.2062,0.1646038,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Thalassiosira","GU"
0.1409009,1142.602,0.5535005,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Thalassiosira","GU"
0.1671689,1107.665,0.4811552,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Thalassiosira","GU"
0.03818884,1279.209,0.873002,"Spearman's rank correlation rho","two.sided","Eosinophils","Thalassiosira","GU"
0.5430726,607.7134,0.01334321,"Spearman's rank correlation rho","two.sided","Neutrophils","Thalassiosira","GU"
-0.2706767,1690,0.2473793,"Spearman's rank correlation rho","two.sided","TILs","Thalassiosira","GU"
-0.3168893,1751.463,0.1734146,"Spearman's rank correlation rho","two.sided","B.cells.naive","Theileria","GU"
0.3092943,918.6386,0.1845225,"Spearman's rank correlation rho","two.sided","B.cells.memory","Theileria","GU"
0.05112782,1262,0.8312782,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Theileria","GU"
-0.03881846,1381.629,0.8709248,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Theileria","GU"
0.1729974,1099.913,0.4657698,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Theileria","GU"
0.03728691,1280.408,0.8759789,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Theileria","GU"
0.3588386,852.7446,0.1202518,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Theileria","GU"
-0.1775112,1566.09,0.4540289,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Theileria","GU"
0.2150339,1044.005,0.3625824,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Theileria","GU"
0.1876111,1080.477,0.4283202,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Theileria","GU"
-0.04938146,1395.677,0.836208,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Theileria","GU"
-0.03773612,1380.189,0.8744961,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Theileria","GU"
-0.07238739,1426.275,0.7616768,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Theileria","GU"
0.2030075,1060,0.3889705,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Theileria","GU"
0.006306254,1321.613,0.978949,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Theileria","GU"
0.06525209,1243.215,0.7846093,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Theileria","GU"
0.3568871,855.3401,0.1224285,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Theileria","GU"
0.2650605,977.4695,0.2587252,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Theileria","GU"
-0.2053711,1603.144,0.3850538,"Spearman's rank correlation rho","two.sided","Eosinophils","Theileria","GU"
0.337412,881.2421,0.1457082,"Spearman's rank correlation rho","two.sided","Neutrophils","Theileria","GU"
0.1894737,1078,0.4219487,"Spearman's rank correlation rho","two.sided","TILs","Theileria","GU"
-0.3184658,1753.56,0.1711674,"Spearman's rank correlation rho","two.sided","B.cells.naive","Theobroma","GU"
0.0506118,1262.686,0.832182,"Spearman's rank correlation rho","two.sided","B.cells.memory","Theobroma","GU"
-0.06616541,1418,0.781972,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Theobroma","GU"
-0.0935172,1454.378,0.6949445,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Theobroma","GU"
0.1579541,1119.921,0.5059846,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Theobroma","GU"
-0.3728691,1825.916,0.1054114,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Theobroma","GU"
0.3275637,894.3403,0.1585881,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Theobroma","GU"
-0.07793173,1433.649,0.7439876,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Theobroma","GU"
0.09669308,1201.398,0.6850854,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Theobroma","GU"
0.02522502,1296.451,0.9159297,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Theobroma","GU"
-0.07901034,1435.084,0.7405603,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Theobroma","GU"
-0.01056611,1344.053,0.9647358,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Theobroma","GU"
-0.2247819,1628.96,0.3406927,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Theobroma","GU"
0.07067669,1236,0.7673301,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Theobroma","GU"
0.01891876,1304.838,0.9369005,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Theobroma","GU"
-0.05670718,1405.421,0.8122973,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Theobroma","GU"
0.4588549,719.723,0.04184931,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Theobroma","GU"
-0.1234941,1494.247,0.6039601,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Theobroma","GU"
-0.07552904,1430.454,0.7516388,"Spearman's rank correlation rho","two.sided","Eosinophils","Theobroma","GU"
0.1542455,1124.854,0.5161483,"Spearman's rank correlation rho","two.sided","Neutrophils","Theobroma","GU"
-0.01503759,1350,0.9518408,"Spearman's rank correlation rho","two.sided","TILs","Theobroma","GU"
0.2755774,963.4821,0.2395913,"Spearman's rank correlation rho","two.sided","B.cells.naive","Thermobifida","GU"
-0.2840168,1707.742,0.2249145,"Spearman's rank correlation rho","two.sided","B.cells.memory","Thermobifida","GU"
0.2391356,1011.95,0.3099074,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Thermobifida","GU"
0.1321816,1154.199,0.5785401,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Thermobifida","GU"
-0.1186242,1487.77,0.6184067,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Thermobifida","GU"
-0.09903013,1461.71,0.6778613,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Thermobifida","GU"
0.443483,740.1676,0.05016213,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Thermobifida","GU"
0.09862894,1198.824,0.6790995,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Thermobifida","GU"
0.1289763,1158.462,0.5878653,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Thermobifida","GU"
-0.205129,1602.822,0.3856265,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Thermobifida","GU"
0.2487832,999.1184,0.2901935,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Thermobifida","GU"
-0.2678129,1686.191,0.253627,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Thermobifida","GU"
-0.2072956,1605.703,0.3805174,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Thermobifida","GU"
-0.1442719,1521.882,0.543952,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Thermobifida","GU"
-0.2962975,1724.076,0.2046272,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Thermobifida","GU"
0.3420113,875.125,0.1399511,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Thermobifida","GU"
0.1425399,1140.422,0.5488485,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Thermobifida","GU"
0.06531709,1243.128,0.7843996,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Thermobifida","GU"
