Taxon,Prevalence,Ref,Reference
s__Pseudomonas sp. TKP,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. TMW 2.1634,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. URMO17WK12:I11,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. UW4,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. VLB120,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. WCS374,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. XWY-1,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas sp. Z003-0.4C(8344-21),0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas stutzeri,0.620111732,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas synxantha,0.262569832,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas syringae,0.991620112,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas syringae group genomosp. 3,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas taetrolens,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas thivervalensis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas tolaasii,0.958100559,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas trivialis,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas umsongensis,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas vancouverensis,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas veronii,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas versuta,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas viridiflava,0.131284916,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus Andromeda,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus Bjorn,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus E217,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus EL,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus F8,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus H66,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus JG024,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus KPP21,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus KPP25,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus LKA1,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus LUZ7,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus Noxifer,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus NP1,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus NV1,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PAE1,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PaMx11,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PaMx25,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PaMx28,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PaMx74,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PaP1,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus pf16,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus phiNN,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PollyC,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PR4,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus PRD1,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus Psa374,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus SM1,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus TL,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus VCM,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas virus VSW3,0,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas xanthomarina,0.212290503,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas xinjiangensis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Pseudomonas yamanorum,0.684357542,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia autotrophica,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia dioxanivorans,0.491620112,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia sp. AL041005-10,0.265363128,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia sp. EC080619-01,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia sp. EC080625-04,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia sp. HH130629-09,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Pseudonocardia sp. HH130630-07,0.167597765,Ours,ExoTIC TCGA CRC (this study)
s__Pseudopedobacter saltans,0.974860335,Ours,ExoTIC TCGA CRC (this study)
s__Pseudorhodobacter sp. S12M18,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Pseudorhodoplanes sinuspersici,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Pseudothermotoga hypogea,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Pseudothermotoga thermarum,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Psychrobacillus sp. AK 1817,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Psychrobacillus sp. PB01,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Psychromicrobium lacuslunae,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Psychroserpens sp. NJDZ02,0.413407821,Ours,ExoTIC TCGA CRC (this study)
s__Pulveribacter suum,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Punica granatum,1,Ours,ExoTIC TCGA CRC (this study)
s__Pusillimonas sp. T7-7,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Pusillimonas sp. ye3,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Pyricularia grisea,1,Ours,ExoTIC TCGA CRC (this study)
s__Pyricularia oryzae,0.698324022,Ours,ExoTIC TCGA CRC (this study)
s__Pyricularia pennisetigena,0.98603352,Ours,ExoTIC TCGA CRC (this study)
s__Pyrobaculum aerophilum,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Pyrobaculum ferrireducens,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Pyrobaculum islandicum,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Pyrobaculum neutrophilum,0.675977654,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus abyssi,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus furiosus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus horikoshii,0,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus kukulkanii,0,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus sp. NA2,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus sp. ST04,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Pyrococcus yayanosii,0.125698324,Ours,ExoTIC TCGA CRC (this study)
s__Pyrolobus fumarii,0,Ours,ExoTIC TCGA CRC (this study)
s__Qipengyuania sediminis,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Quercus lobata,1,Ours,ExoTIC TCGA CRC (this study)
s__Raccoonpox virus,0,Ours,ExoTIC TCGA CRC (this study)
s__Rahnella aquatilis,0.100558659,Ours,ExoTIC TCGA CRC (this study)
s__Rahnella sp. ERMR1:05,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Rahnella sp. WMR114,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Rahnella sp. WMR42,0,Ours,ExoTIC TCGA CRC (this study)
s__Rahnella sp. Y9602,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Raineyella sp. CBA3103,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Ramlibacter tataouinensis,0.223463687,Ours,ExoTIC TCGA CRC (this study)
s__Ranid herpesvirus 1,0,Ours,ExoTIC TCGA CRC (this study)
s__Raoultella electrica,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Raoultella ornithinolytica,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Raoultella planticola,0.201117318,Ours,ExoTIC TCGA CRC (this study)
s__Raoultella sp. NCTC 9189,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Raoultella terrigena,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Rathayibacter festucae,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Rathayibacter iranicus,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Rathayibacter rathayi,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Rathayibacter toxicus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Rathayibacter tritici,0.555865922,Ours,ExoTIC TCGA CRC (this study)
s__Reinekea forsetii,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Renibacterium salmoninarum,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Rheinheimera sp. D18,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Rheinheimera sp. LHK132,0.150837989,Ours,ExoTIC TCGA CRC (this study)
s__Rhinolophus gammaherpesvirus 1,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Rhizobiales bacterium PAMC 29148,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Rhizorhabdus dicambivorans,0.142458101,Ours,ExoTIC TCGA CRC (this study)
s__Rhodanobacteraceae bacterium Dysh456,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobaca barguzinensis,0.117318436,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacter blasticus,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacter capsulatus,0.134078212,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacter sp. CZR27,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacter sp. LPB0142,0.888268156,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacter sphaeroides,0.175977654,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacteraceae bacterium,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacteraceae bacterium BAR1,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacteraceae bacterium QY30,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobacteraceae bacterium SH-1,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Rhodobiaceae bacterium,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Rhodocyclaceae bacterium,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax antarcticus,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax ferrireducens,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax koreense,0.231843575,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax phage P26218,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax saidenbachensis,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax sp. CHu59-6-5,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoferax sp. Gr-4,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Rhodoluna lacicola,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Rhodospirillaceae bacterium R5913,0.259776536,Ours,ExoTIC TCGA CRC (this study)
s__Rhodospirillaceae bacterium R5959,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Rhodospirillum centenum,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Rhodospirillum rubrum,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Rhodothermaceae bacterium,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Rhodothermaceae bacterium RA,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Rhodothermus marinus,0.421787709,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia akari,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia amblyommatis,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia asiatica,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia canadensis,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia endosymbiont of Bemisia tabaci,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia endosymbiont of Ixodes scapularis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia felis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia heilongjiangensis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia helvetica,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia massiliae,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia monacensis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia parkeri,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia prowazekii,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia raoultii,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia rickettsii,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia sibirica,0.44972067,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsia typhi,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsiales bacterium Ac37b,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Rickettsiales endosymbiont of Stachyamoeba lipophora,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Riemerella anatipestifer,0.284916201,Ours,ExoTIC TCGA CRC (this study)
s__Rippkaea orientalis,0.198324022,Ours,ExoTIC TCGA CRC (this study)
s__Robiginitalea biformata,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Rodentibacter pneumotropicus,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Rosa chinensis,1,Ours,ExoTIC TCGA CRC (this study)
s__Roseateles depolymerans,0.159217877,Ours,ExoTIC TCGA CRC (this study)
s__Roseburia hominis,0.173184358,Ours,ExoTIC TCGA CRC (this study)
s__Roseburia intestinalis,0.170391061,Ours,ExoTIC TCGA CRC (this study)
s__Roseibacterium elongatum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Roseiflexus castenholzii,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Roseiflexus sp. RS-1,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Roseimaritima ulvae,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Roseitalea porphyridii,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Roseivivax sp. THAF30,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Roseobacter denitrificans,0.100558659,Ours,ExoTIC TCGA CRC (this study)
s__Roseobacter litoralis,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Roseomonas gilardii,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Roseomonas mucosa,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Roseomonas sp. FDAARGOS_362,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius indicus,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius mucosus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius sp. THAF27,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius sp. THAF8,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius sp. THAF9,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Roseovarius sp. TM1035,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Rotavirus G,0,Ours,ExoTIC TCGA CRC (this study)
s__Rothia aeria,0.162011173,Ours,ExoTIC TCGA CRC (this study)
s__Rothia dentocariosa,0.265363128,Ours,ExoTIC TCGA CRC (this study)
s__Rothia mucilaginosa,0.44972067,Ours,ExoTIC TCGA CRC (this study)
s__Royal Farm virus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Ruania sp. HY168,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Rubinisphaera brasiliensis,0.941340782,Ours,ExoTIC TCGA CRC (this study)
s__Rubrivivax gelatinosus,0.150837989,Ours,ExoTIC TCGA CRC (this study)
s__Rubrobacter indicoceani,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Rubrobacter radiotolerans,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Rubrobacter xylanophilus,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Ruegeria phage DSS3-P1,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Ruegeria pomeroyi,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Ruegeria sp. AD91A,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Ruegeria sp. THAF33,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Ruegeria sp. TM1040,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Rufibacter sp. DG15C,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Rufibacter sp. DG31D,0.488826816,Ours,ExoTIC TCGA CRC (this study)
s__Rufibacter tibetensis,0.865921788,Ours,ExoTIC TCGA CRC (this study)
s__Ruminiclostridium cellulolyticum,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Ruminococcaceae bacterium CPB6,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Ruminococcus albus,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Ruminococcus bicirculans,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Ruminococcus champanellensis,0.122905028,Ours,ExoTIC TCGA CRC (this study)
s__Ruminococcus sp. JE7A12,0.092178771,Ours,ExoTIC TCGA CRC (this study)
s__Rummeliibacillus stabekisii,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Runella sp. HYN0085,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Runella sp. SP2,0.360335196,Ours,ExoTIC TCGA CRC (this study)
s__Ruthenibacterium lactatiformans,0.156424581,Ours,ExoTIC TCGA CRC (this study)
s__Sabo orthobunyavirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Saccharibacillus sp. ATSA2,0.469273743,Ours,ExoTIC TCGA CRC (this study)
s__Saccharolobus solfataricus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora azurea,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora cyanea,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora glauca,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora marina,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora sp. 31sw,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomonospora viridis,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomyces cerevisiae,0.776536313,Ours,ExoTIC TCGA CRC (this study)
s__Saccharomyces eubayanus,0.988826816,Ours,ExoTIC TCGA CRC (this study)
s__Saccharophagus degradans,0.198324022,Ours,ExoTIC TCGA CRC (this study)
s__Saccharopolyspora erythraea,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Saccharospirillum mangrovi,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Saccharothrix espanaensis,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Saccharothrix syringae,0.125698324,Ours,ExoTIC TCGA CRC (this study)
s__Sagittula sp. P11,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Saimiriine gammaherpesvirus 2,0.720670391,Ours,ExoTIC TCGA CRC (this study)
s__Salarchaeum sp. JOR-1,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Salegentibacter salegens,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Salegentibacter sp. T436,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Salicibibacter kimchii,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Salimicrobium jeotgali,0.849162011,Ours,ExoTIC TCGA CRC (this study)
s__Salinarchaeum sp. Harcht-Bsk1,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Salinibacter ruber,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Salinicoccus halodurans,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Salinicola tamaricis,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Salinigranum rubrum,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Salinimonas lutimaris,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Salinimonas sediminis,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Salinimonas sp. KX18D6,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Saliniradius amylolyticus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Salinisphaera sp. LB1,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Salinispira pacifica,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Salinispora arenicola,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Salinispora tropica,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Salinivibrio kushneri,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Salinivibrio sp. YCSC6,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Salinivirga cyanobacteriivorans,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Salipiger profundus,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Salmon gill poxvirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Salmonella bongori,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Salmonella enterica,0.991620112,Ours,ExoTIC TCGA CRC (this study)
s__Salmonella sp. HNK130,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Salmonella sp. SSDFZ54,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Sandaracinus amylolyticus,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Sanguibacter keddieii,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Saprospira grandis,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Schaalia cardiffensis,0.287709497,Ours,ExoTIC TCGA CRC (this study)
s__Schaalia meyeri,0.44972067,Ours,ExoTIC TCGA CRC (this study)
s__Schaalia odontolytica,0.689944134,Ours,ExoTIC TCGA CRC (this study)
s__Schaalia radingae,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Scheffersomyces stipitis,0.997206704,Ours,ExoTIC TCGA CRC (this study)
s__Schizosaccharomyces pombe,0.837988827,Ours,ExoTIC TCGA CRC (this study)
s__Sebaldella termitidis,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__secondary endosymbiont of Ctenarytaina eucalypti,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__secondary endosymbiont of Heteropsylla cubana,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__secondary endosymbiont of Trabutina mannipara,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Sedimenticola thiotaurini,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Sedimentisphaera cyanobacteriorum,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Sedimentisphaera salicampi,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Sedimentitalea sp. W43,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Sediminicola sp. YIK13,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Sediminispirochaeta smaragdinae,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Segniliparus rotundus,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas ruminantium,0.122905028,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas sp. oral taxon 126,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas sp. oral taxon 136,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas sp. oral taxon 478,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas sp. oral taxon 920,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Selenomonas sputigena,0.343575419,Ours,ExoTIC TCGA CRC (this study)
s__Seonamhaeicola sp. S2-3,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Serinicoccus chungangensis,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Serinicoccus marinus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Serinicoccus profundi,0.332402235,Ours,ExoTIC TCGA CRC (this study)
s__Serinicoccus sp. JLT9,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Serpentinomonas mccroryi,0.136871508,Ours,ExoTIC TCGA CRC (this study)
s__Serpentinomonas raichei,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Serratia entomophila,0,Ours,ExoTIC TCGA CRC (this study)
s__Serratia ficaria,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Serratia fonticola,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Serratia liquefaciens,0.203910615,Ours,ExoTIC TCGA CRC (this study)
s__Serratia marcescens,0.248603352,Ours,ExoTIC TCGA CRC (this study)
s__Serratia odorifera,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Serratia plymuthica,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Serratia proteamaculans,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Serratia quinivorans,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Serratia rubidaea,0.796089385,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. 3ACOL1,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. ATCC 39006,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. FDAARGOS_506,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. FGI94,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. FS14,0.240223464,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. LS-1,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. MYb239,0,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. P2ACOL2,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. SCBI,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Serratia sp. YD25,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Serratia symbiotica,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Serratia virus BF,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Serratia virus CHI14,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Sesamum indicum,1,Ours,ExoTIC TCGA CRC (this study)
s__Setaria italica,1,Ours,ExoTIC TCGA CRC (this study)
s__Shamonda orthobunyavirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella algae,0.120111732,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella amazonensis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella baltica,0.078212291,Ours,ExoTIC TCGA CRC (this study)
