"Var1","Taxa.Level","Taxa","r","pval","fdr"
"TILs","species","Pseudomonas fluorescens",-0.0570581408973264,0.212090142074337,0.273022403612981
"MB21D1","genus","Malus",-0.0574020503561213,0.209343666346903,0.26990518004387
"MB21D1","phylum","Gemmatimonadetes",-0.0577864468244172,0.206304356589536,0.266349975183601
"MB21D1","family","Gemmatimonadaceae",-0.0577864468244172,0.206304356589536,0.266349975183601
"MB21D1","species","Runella sp. SP2",-0.0588201252432423,0.198290095045664,0.25711409446899
"MB21D1","species","Microbacterium sp. ABRD_28",-0.0588963347338223,0.197708343009792,0.256423028633661
"MB21D1","order","Ardenticatenales",-0.0590842180147706,0.196279438897817,0.254823086527442
"TILs","family","Oxalobacteraceae",-0.0591736370197664,0.195602037784985,0.254038066385892
"DDX58","genus","Persicobacter",-0.0593539436724369,0.194241308274824,0.252476659652544
"DDX58","species","Rhodospirillaceae bacterium R5913",-0.0596426932740975,0.192076633713742,0.249994105885977
"DDX58","species","Paracoccus mutanolyticus",-0.059811210517934,0.190821506742838,0.248530785644438
"DDX58","genus","Paracoccus",-0.0599888932029795,0.189504644345594,0.246975837948943
"MB21D1","species","Rhodospirillum centenum",-0.0612842321309244,0.180105684353929,0.236019668086471
"MB21D1","order","Ortervirales",-0.0613540779590108,0.179608875392698,0.235421742595424
"MB21D1","family","Gallionellaceae",-0.0615021599407175,0.178558937552536,0.234192382795216
"TILs","order","Pseudomonadales",-0.0621382364959477,0.17410073646557,0.228948023901491
"MB21D1","species","Leishmania panamensis",-0.0622719442986461,0.173174224344061,0.227861781213414
"MB21D1","family","Methanotrichaceae",-0.0630391431514963,0.167928924081669,0.221706552435482
"MB21D1","species","Nocardioides sp. 603",-0.0632946373206198,0.166208787757822,0.219700076858497
"DDX58","species","Streptomyces peucetius",-0.063699477126697,0.163510266519876,0.21647054100049
"MB21D1","family","Enterococcaceae",-0.0639189452632524,0.162061197858553,0.214741206917857
"TILs","species","Streptomyces venezuelae",-0.0643606805844882,0.15917390631188,0.211324689266546
"MB21D1","family","Persicobacteraceae",-0.0654450755645967,0.15225074880659,0.203003645774928
"DDX58","order","Rhodobacterales",-0.0655652938704353,0.151497525208541,0.202119922549698
"MB21D1","order","Methylococcales",-0.0658201399896235,0.149910156896085,0.200258887106249
"MB21D1","species","Methylomonas sp. DH-1",-0.0658201399896235,0.149910156896085,0.200258887106249
"MB21D1","genus","Komagataeibacter",-0.0663619782915758,0.146577260030458,0.196320083251187
"MB21D1","species","Faecalibacterium prausnitzii",-0.0665181913215087,0.145626951481458,0.195173719309134
"MB21D1","genus","Bosea",-0.0666804590635862,0.144644796304691,0.193988947625968
"MB21D1","species","Lysobacter enzymogenes",-0.0667770808595247,0.144062383373215,0.193327955961025
"MB21D1","family","Comamonadaceae",-0.0668630873418219,0.143545466230927,0.192684285067926
"TILs","species","Clostridium] bolteae",-0.0669029779885204,0.143306196960092,0.1924086609413
"MB21D1","phylum","Balneolaeota",-0.0671350158781898,0.141920446603739,0.190711132418596
"DDX58","species","Kitasatospora albolonga",-0.067173267381386,0.141692993762374,0.190452816418307
"DDX58","species","Alloactinosynnema sp. L-07",-0.06752175564758,0.139633636431124,0.187913411592866
"DDX58","species","Rathayibacter rathayi",-0.0675855553930331,0.139259117496964,0.18746368375434
"MB21D1","species","Clostridioides difficile",-0.0675895916013858,0.139235449995494,0.187439787591176
"MB21D1","species","Saccharopolyspora erythraea",-0.068083268274815,0.136363846384921,0.183993458467021
"MB21D1","family","Myxococcaceae",-0.0681228597150237,0.136135540646847,0.183729494342996
"MB21D1","phylum","Euryarchaeota",-0.0687132075478198,0.132766068935971,0.179623046790037
"MB21D1","genus","Rhodothermus",-0.0689986656100029,0.131160050403619,0.177668649533318
"TILs","family","Alcaligenaceae",-0.0694948863344168,0.128404050568246,0.174292682808946
"MB21D1","species","Human betaherpesvirus 5",-0.0696810074427685,0.127381986827447,0.173040689770767
"DDX58","genus","Massilia",-0.0700827507181793,0.125197374264552,0.170339263088814
"MB21D1","genus","Thermobispora",-0.0703145628883406,0.123950129825362,0.168831026985243
"DDX58","genus","Nitrospirillum",-0.0710585581374073,0.120012352858994,0.163912500353874
"MB21D1","family","Herpesviridae",-0.0711252924500769,0.119663972907332,0.163479963958903
"TILs","genus","Azospirillum",-0.0744778453510275,0.103156982852753,0.143063908806274
"DDX58","species","Thermobifida fusca",-0.0766239446640243,0.0935746609636952,0.131045726929244
"MB21D1","order","Natrialbales",-0.078006828750261,0.0877867095181757,0.123657902700493
"MB21D1","species","Natronolimnobius sulfurireducens",-0.078006828750261,0.0877867095181757,0.123657902700493
"DDX58","species","Mycoplasma dispar",-0.0782893955085701,0.0866402244726618,0.122185266231578
"TILs","species","Abelson murine leukemia virus",-0.0789863364183322,0.0838639380306474,0.118642502384397
"TILs","order","Methylococcales",-0.0791213736776388,0.0833344071756648,0.117964896543708
"TILs","species","Methylomonas sp. DH-1",-0.0791213736776388,0.0833344071756648,0.117964896543708
"TILs","genus","Aeromicrobium",-0.0804064218450584,0.0784292148594565,0.111610187425929
"TILs","genus","Nitrosomonas",-0.0805429432534134,0.0779221539833574,0.110956660409534
"TILs","genus","Asparagus",-0.0812324489255596,0.0754017398374125,0.107690507287466
"DDX58","order","Mycoplasmatales",-0.0816228547502238,0.0740043247437137,0.105850346264339
"TILs","genus","Sulfitobacter",-0.0833908539632319,0.0679378144633676,0.0979497236876185
"DDX58","species","Enterococcus thailandicus",-0.0844288039122417,0.0645704252593222,0.0934629460767183
"TILs","species","Streptococcus porcinus",-0.0851305178033308,0.0623726152064497,0.0905736003208395
"TILs","genus","Verrucosispora",-0.0871578777091724,0.0563670132298357,0.0825028763024993
"MB21D1","genus","Cycloclasticus",-0.0872053717837503,0.0562322882978941,0.0823176817487466
"MB21D1","genus","Paraoerskovia",-0.0875545535580953,0.0552499597438199,0.0809722024521933
"TILs","class","Betaproteobacteria",-0.0878682563033304,0.0543796410808171,0.0797973538641166
"MB21D1","species","Acidovorax avenae",-0.0898199424668873,0.0492175431125284,0.0727903725151834
"DDX58","order","Fusobacteriales",-0.0903362509252559,0.0479226463718483,0.0710101231469867
"DDX58","species","Leptotrichia buccalis",-0.0903362509252559,0.0479226463718483,0.0710101231469867
"MB21D1","species","Thermobifida fusca",-0.090457998944612,0.0476214973823086,0.070598864847391
"MB21D1","genus","Protaetiibacter",-0.090904545534917,0.0465304873499695,0.0691170118750352
"MB21D1","species","Streptomyces sp. SUK 48",-0.092385241402877,0.0430617777513838,0.0643430173805841
"MB21D1","genus","Stenotrophomonas",-0.0929064721441221,0.0418937539193989,0.0627293015121623
"DDX58","species","Besnoitia besnoiti",-0.0939560554999966,0.0396227191360945,0.0595891633351253
"MB21D1","species","Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1",-0.0961514528774065,0.0352076676962683,0.0534525076895565
"MB21D1","species","Streptomyces venezuelae",-0.0965121007509267,0.034523983961531,0.0524937590611081
"DDX58","family","Methylococcaceae",-0.100664941149324,0.0274321725943421,0.0424100362990067
"TILs","order","Burkholderiales",-0.101112906834341,0.0267479322340356,0.041412100353697
"TILs","order","Thiotrichales",-0.102581457788688,0.024606858266341,0.0383240724010656
"TILs","species","Alcaligenes faecalis",-0.104428330004949,0.0221256291445817,0.0347326622627103
"DDX58","family","Cytophagaceae",-0.107223397008641,0.0187835101636407,0.029815255402212
"TILs","species","Burkholderia sp. KK1",-0.109320947840767,0.0165731722258384,0.0265457961744913
"DDX58","order","Bacteroidetes",-0.112779902832195,0.0134234079978233,0.0217942214749788
"DDX58","species","Rhodothermus marinus",-0.112779902832195,0.0134234079978233,0.0217942214749788
"TILs","species","Sphingomonas paucimobilis",-0.113077067271403,0.013179183109393,0.0214245449386408
"TILs","family","Xanthomonadaceae",-0.114346657632026,0.0121793307479412,0.0198882666582156
"TILs","genus","Burkholderia",-0.114609973515021,0.0119805551399264,0.0195809044670416
"TILs","species","Planctomycetes bacterium SRT547",-0.11639252537408,0.0107087140646822,0.0176165532957884
"DDX58","species","Pseudonocardia sp. AL041005-10",-0.117122425286349,0.0102234706912272,0.0168656614108622
"DDX58","phylum","Planctomycetes",-0.118073781815079,0.00962033922785532,0.0159313876060532
"DDX58","order","Rhodospirillales",-0.118285150144689,0.00949071134245516,0.0157279775472637
"TILs","phylum","Crenarchaeota",-0.118927590845387,0.00910619639055366,0.0151280316000474
"TILs","family","Thermoproteaceae",-0.118927590845387,0.00910619639055366,0.0151280316000474
"TILs","family","Yersiniaceae",-0.12066229204985,0.00813629243675873,0.013605085241286
"TILs","genus","Rhodothermus",-0.123058229271658,0.00694838997957081,0.0117191338534483
"DDX58","family","Rhodospirillaceae",-0.123500290701943,0.00674702348064393,0.0114011897272663
"DDX58","species","Cronobacter dublinensis",-0.125863919672231,0.00575647885359887,0.00981275294346825
"MB21D1","genus","Friedmanniella",-0.13108355737139,0.00401689734734001,0.00698585981817923
"TILs","order","Fusobacteriales",-0.134048555063122,0.00325584161953674,0.00572359366483606
"TILs","species","Leptotrichia buccalis",-0.134048555063122,0.00325584161953674,0.00572359366483606
"TILs","order","Sphingomonadales",-0.137772146874739,0.00248629932877331,0.00443287679489077
"TILs","species","Porphyrobacter neustonensis",-0.138076145720974,0.00243145920611743,0.00433957354446751
"TILs","genus","Comamonas",-0.140370561671908,0.00205185381517925,0.00369257514606121
"TILs","family","Cytophagaceae",-0.149657560957254,0.00100606818914017,0.00187101426322277
"TILs","genus","Persicobacter",-0.152821241148321,0.000781776495745179,0.00147193804715111
"DDX58","genus","Serratia",-0.15559065121468,0.000624401423384047,0.00118743858506756
"TILs","species","Methylorubrum populi",-0.155855605064654,0.000610998065575963,0.00116323155854315
