"","Overall"
"s__Lactococcus.virus.88605",0
"s__Lactococcus.virus.8V08",0
"s__Lactococcus.virus.936",0
"s__Lactococcus.virus.949",0
"s__Lactococcus.virus.96401",0
"s__Lactococcus.virus.96403",0
"s__Lactococcus.virus.96603",0
"s__Lactococcus.virus.AM4",0
"s__Lactococcus.virus.ASCC191",0
"s__Lactococcus.virus.ASCC273",0
"s__Lactococcus.virus.ASCC465",0
"s__Lactococcus.virus.ASCC532",0
"s__Lactococcus.virus.bIBB14",0
"s__Lactococcus.virus.Bibb29",0
"s__Lactococcus.virus.bIBBA3",0
"s__Lactococcus.virus.bIBBAm4",0
"s__Lactococcus.virus.bIBBE1",0
"s__Lactococcus.virus.bIBBF12",0
"s__Lactococcus.virus.bIBBp6.4",0
"s__Lactococcus.virus.bIL170",0
"s__Lactococcus.virus.bIL67",0
"s__Lactococcus.virus.BK5T",0
"s__Lactococcus.virus.blBB94p4",0
"s__Lactococcus.virus.BM13",0
"s__Lactococcus.virus.c2",0
"s__Lactococcus.virus.CaseusJM1",0
"s__Lactococcus.virus.CB13",0
"s__Lactococcus.virus.CB14",0
"s__Lactococcus.virus.CHPC1020",0
"s__Lactococcus.virus.CHPC116",0
"s__Lactococcus.virus.CHPC1170",0
"s__Lactococcus.virus.CHPC1182",0
"s__Lactococcus.virus.CHPC1183",0
"s__Lactococcus.virus.CHPC122",0
"s__Lactococcus.virus.CHPC1242",0
"s__Lactococcus.virus.CHPC129",0
"s__Lactococcus.virus.CHPC361",0
"s__Lactococcus.virus.CHPC362",0
"s__Lactococcus.virus.CHPC52",0
"s__Lactococcus.virus.CHPC781",0
"s__Lactococcus.virus.CHPC958",0
"s__Lactococcus.virus.CHPC959",0
"s__Lactococcus.virus.CHPC964",0
"s__Lactococcus.virus.CHPC965",0
"s__Lactococcus.virus.CHPC966",0
"s__Lactococcus.virus.CHPC967",0
"s__Lactococcus.virus.CHPC972",0
"s__Lactococcus.virus.D4410",0
"s__Lactococcus.virus.fd13",0
"s__Lactococcus.virus.i0139",0
"s__Lactococcus.virus.jj50",0
"s__Lactococcus.virus.jm2",0
"s__Lactococcus.virus.jm3",0
"s__Lactococcus.virus.KSY1",0
"s__Lactococcus.virus.LacS15",0
"s__Lactococcus.virus.LP0209",0
"s__Lactococcus.virus.LP0903",0
"s__Lactococcus.virus.LP1502a",0
"s__Lactococcus.virus.LP8511",0
"s__Lactococcus.virus.LP9207",0
"s__Lactococcus.virus.LP9404",0
"s__Lactococcus.virus.LP9609",0
"s__Lactococcus.virus.LP9903",0
"s__Lactococcus.virus.LP9908",0
"s__Lactococcus.virus.LW81",0
"s__Lactococcus.virus.M5938",0
"s__Lactococcus.virus.MP1",0
"s__Lactococcus.virus.MV10L",0
"s__Lactococcus.virus.P008",0
"s__Lactococcus.virus.P087",0
"s__Lactococcus.virus.P092",0
"s__Lactococcus.virus.P1045",0
"s__Lactococcus.virus.P1048",0
"s__Lactococcus.virus.P118",0
"s__Lactococcus.virus.P1532",0
"s__Lactococcus.virus.p272",0
"s__Lactococcus.virus.P4565",0
"s__Lactococcus.virus.P475",0
"s__Lactococcus.virus.P656",0
"s__Lactococcus.virus.P680",0
"s__Lactococcus.virus.PCB1",0
"s__Lactococcus.virus.PCS1",0
"s__Lactococcus.virus.Phi109",0
"s__Lactococcus.virus.phi145",0
"s__Lactococcus.virus.phi15",0
"s__Lactococcus.virus.Phi155",0
"s__Lactococcus.virus.Phi193",0
"s__Lactococcus.virus.Phi42",0
"s__Lactococcus.virus.Phi44",0
"s__Lactococcus.virus.Phi512",0
"s__Lactococcus.virus.phi7",0
"s__Lactococcus.virus.Phi91127",0
"s__Lactococcus.virus.PhiA16",0
"s__Lactococcus.virus.PhiB1127",0
"s__Lactococcus.virus.PhiE1127",0
"s__Lactococcus.virus.PhiF0139",0
"s__Lactococcus.virus.PhiJF1",0
"s__Lactococcus.virus.PhiL18",0
"s__Lactococcus.virus.phiL47",0
"s__Lactococcus.virus.PhiL6",0
"s__Lactococcus.virus.PhiLj",0
"s__Lactococcus.virus.PhiM1127",0
"s__Lactococcus.virus.phiQ1",0
"s__Lactococcus.virus.PhiS0139",0
"s__Lactococcus.virus.Q33",0
"s__Lactococcus.virus.R31",0
"s__Lactococcus.virus.sk1",0
"s__Lactococcus.virus.Sl4",0
"s__Lactococcus.virus.WRP3",0
"s__Lancefieldella.parvula",0
"s__Latilactobacillus.curvatus",0
"s__Latilactobacillus.fuchuensis",0
"s__Latilactobacillus.graminis",0
"s__Lawsonia.intracellularis",0
"s__Leclercia.adecarboxylata",0
"s__Leclercia.sp..119287",0
"s__Leclercia.sp..29361",0
"s__Leclercia.sp..4.9.1.25",0
"s__Leclercia.sp..Colony189",0
"s__Leclercia.sp..J807",0
"s__Leclercia.sp..LSNIH1",0
"s__Leclercia.sp..LSNIH3",0
"s__Leclercia.sp..W17",0
"s__Leclercia.sp..W6",0
"s__Lederbergia.lentus",0
"s__Leeuwenhoekiella.sp..ZYFB001",0
"s__Legionella.clemsonensis",0
"s__Legionella.endosymbiont.of.Polyplax.serrata",0
"s__Legionella.hackeliae",0
"s__Legionella.israelensis",0
"s__Legionella.jordanis",0
"s__Legionella.longbeachae",0
"s__Legionella.sainthelensi",0
"s__Legionella.sp..MW5194",0
"s__Legionella.sp..TUM19329",0
"s__Leifsonia.shinshuensis",0
"s__Leifsonia.sp..21MFCrub1.1",0
"s__Leifsonia.sp..PS1209",0
"s__Leishmania.braziliensis",21.6125753219168
"s__Leishmania.donovani",0
"s__Leishmania.major",2.08200109171398
"s__Leishmania.mexicana",4.81590897464434
"s__Leisingera.aquaemixtae",0
"s__Leisingera.methylohalidivorans",0
"s__Leisingera.sp..NJS201",0
"s__Leisingera.sp..NJS204",0
"s__Lelliottia.amnigena",0
"s__Lelliottia.sp..WB101",0
"s__Lentibacillus.amyloliquefaciens",0
"s__Lentibacillus.sp..CBA3610",0
"s__Lentibacter.virus.vB_LenP_ICBM2",0
"s__Lentilactobacillus.buchneri",0
"s__Lentilactobacillus.curieae",0
"s__Lentilactobacillus.hilgardii",0
"s__Lentilactobacillus.kefiri",0
"s__Lentilactobacillus.parabuchneri",0
"s__Lentilitoribacter.sp..Alg239.R112",0
"s__Leptopilina.boulardi.filamentous.virus",0
"s__Leptospira.biflexa",0
"s__Leptospira.borgpetersenii",0
"s__Leptospira.interrogans",0
"s__Leptospira.kmetyi",0
"s__Leptospira.mayottensis",0
"s__Leptospira.santarosai",0
"s__Leptospira.tipperaryensis",0
"s__Leptospira.weilii",0
"s__Leptospirillum.ferriphilum",0
"s__Leptothrix.cholodnii",1.1544268964075
"s__Leptotrichia.buccalis",0
"s__Leptotrichia.hofstadii",0
"s__Leptotrichia.hongkongensis",2.00740080698178
"s__Leptotrichia.shahii",1.93480056354319
"s__Leptotrichia.sp..oral.taxon.212",0
"s__Leptotrichia.sp..oral.taxon.218",0
"s__Leptotrichia.sp..oral.taxon.221",0
"s__Leptotrichia.sp..oral.taxon.498",0
"s__Leptotrichia.sp..oral.taxon.847",0
"s__Leptotrichia.trevisanii",0
"s__Leptotrichia.wadei",0
"s__Leucobacter.coleopterorum",0
"s__Leucobacter.luti",0
"s__Leucobacter.sp..CX169",0
"s__Leuconostoc.carnosum",0
"s__Leuconostoc.citreum",0
"s__Leuconostoc.falkenbergense",0
"s__Leuconostoc.garlicum",0
"s__Leuconostoc.pseudomesenteroides",0
"s__Leuconostoc.sp..C2",0
"s__Leuconostoc.virus.LDG",0
"s__Leuconostoc.virus.LN04",0
"s__Leuconostoc.virus.P793",0
"s__Levilactobacillus.brevis",0
"s__Levilactobacillus.koreensis",0
"s__Levilactobacillus.suantsaii",0
"s__Levilactobacillus.zymae",0
"s__Lichenicola.cladoniae",0
"s__Lichenihabitans.psoromatis",0
"s__Ligilactobacillus.murinus",0
"s__Ligilactobacillus.saerimneri",0
"s__Limnobaculum.parvum",0
"s__Limnoglobus.roseus",0.552110138182956
"s__Limnohabitans.sp..103DPR2",2.28829514344985
"s__Limosilactobacillus.frumenti",0
"s__Limosilactobacillus.gastricus",0
"s__Limosilactobacillus.panis",0
"s__Limosilactobacillus.pontis",0
"s__Limosilactobacillus.vaginalis",0
"s__Liquorilactobacillus.hordei",0
"s__Liquorilactobacillus.mali",0
"s__Liquorilactobacillus.nagelii",0
"s__Listeria.grayi",0
"s__Listeria.innocua",0
"s__Listeria.ivanovii",0
"s__Listeria.monocytogenes",2.46912139216091
"s__Listeria.seeligeri",0
"s__Listeria.weihenstephanensis",0
"s__Listeria.welshimeri",0
"s__Litoricola.lipolytica",0
"s__Litorilituus.sediminis",0
"s__Loigolactobacillus.coryniformis",0
"s__Longibaculum.sp..KGMB06250",0
"s__Longicatena.caecimuris",0.455615539267517
"s__Lonsdalea.britannica",0
"s__Lonsdalea.populi",0
"s__Luteibacter.rhizovicinus",0
"s__Luteimicrobium.xylanilyticum",0
"s__Luteimonas.sp..JM171",0
"s__Luteimonas.sp..MC1572",0
"s__Luteimonas.sp..MC1750",0
"s__Luteimonas.sp..MC1825",0
"s__Luteimonas.sp..YGD11.2",0
"s__Luteimonas.yindakuii",0
"s__Luteitalea.pratensis",0
"s__Luteithermobacter.gelatinilyticus",0
"s__Luteolibacter.luteus",0
"s__Luteolibacter.sp..32A",4.95099530316979
"s__Lysobacter.arenosi",0
"s__Lysobacter.maris",0
"s__Lysobacter.soli",0
"s__Lysobacter.solisilvae..ex.Kim.et.al..2021.",0.175444479631413
"s__Lysobacter.sp..CECT.30171",0
"s__Lysobacter.sp..CJ11",0
"s__Lysobacter.sp..CW239",0
"s__Lysobacter.sp..H21R20",0
"s__Lysobacter.sp..H21R4",0
"s__Lysobacter.sp..H23M41",0
"s__Lysobacter.sp..H23M47",0
"s__Lysobacter.sp..HDW10",0
"s__Lysobacter.sp..K5869",0
"s__Macrococcus.bohemicus",0
"s__Macrococcus.canis",0
"s__Macrococcus.sp..IME1552",0
"s__Magnetospira.sp..QH.2",0
"s__Maioricimonas.rarisocia",0
"s__Malaciobacter.canalis",0
"s__Malaciobacter.halophilus",0
"s__Malaciobacter.marinus",0
"s__Malaciobacter.molluscorum",0
"s__Malaciobacter.mytili",0
"s__Malaciobacter.pacificus",0
"s__Mammaliicoccus.fleurettii",0
"s__Mammaliicoccus.lentus",0
"s__Mammaliicoccus.sciuri",0
"s__Mammaliicoccus.stepanovicii",0
"s__Mammaliicoccus.vitulinus",0
"s__Mannheimia.bovis",0
"s__Mannheimia.ovis",0
"s__Mannheimia.pernigra",0
"s__Mannheimia.sp..USDA.ARS.USMARC.1261",0
"s__Mannheimia.varigena",0
"s__Marasmius.oreades",15.0077184213865
"s__Maribacter.cobaltidurans",0
"s__Maribacter.dokdonensis",0
"s__Maribacter.hydrothermalis",0
"s__Maribacter.sp..1_2014MBL_MicDiv",0
"s__Maribacter.sp..HTCC2170",0
"s__Maribacter.sp..MJ134",0
"s__Maribellus.comscasis",0
"s__Maricaulis.maris",0
"s__Marichromatium.purpuratum",0
"s__Mariniflexile.sp..TRM1.10",0
"s__Marinilactibacillus.sp..15R",0
"s__Marinithermus.hydrothermalis",0
"s__Marinitoga.piezophila",0
"s__Marinobacter.adhaerens",0
"s__Marinobacter.fonticola",0
"s__Marinobacter.hydrocarbonoclasticus",0
"s__Marinobacter.psychrophilus",0
"s__Marinobacter.salinus",0
"s__Marinobacter.salsuginis",0
"s__Marinobacter.sp..BSs20148",0
"s__Marinobacter.sp..CP1",0
"s__Marinobacter.sp..es.042",0
"s__Marinobacter.sp..JH2",0
"s__Marinobacter.sp..LPB0319",0
"s__Marinobacter.sp..LV10R510.11A",0
"s__Marinobacter.sp..NP.4.2019.",0
"s__Marinobacterium.aestuarii",0
"s__Marinobacterium.sp..LSUCC0821",0
"s__Marinomonas.arctica",0
"s__Marinomonas.foliarum",0
"s__Marinomonas.phage.P12026",0
"s__Marinomonas.posidonica",0
"s__Marinomonas.primoryensis",0
"s__Marinomonas.sp..A3A",0
"s__Marinomonas.sp..CT5",0
"s__Marinomonas.sp..FW.1",0
"s__Marinovum.algicola",0
"s__Marisediminicola.antarctica",0
"s__Marivivens.sp..JLT3646",0
"s__Martelella.endophytica",0
"s__Martelella.lutilitoris",0
"s__Martelella.mediterranea",0
"s__Martelella.sp..AD.3",0
"s__Massilistercora.timonensis",0
"s__Megasphaera.elsdenii",0
"s__Megasphaera.stantonii",0
"s__Megavirus.chiliensis",0
"s__Meiothermus.ruber",0
"s__Meiothermus.silvanus",0
"s__Melanoplus.sanguinipes.entomopoxvirus",0
"s__Melioribacter.roseus",0
"s__Melissococcus.plutonius",0
"s__Melittangium.boletus",0
"s__Melon.severe.mosaic.tospovirus",0
"s__Mesobacillus.foraminis",0
"s__Mesobacillus.jeotgali",0
"s__Mesoplasma.chauliocola",0
"s__Mesoplasma.coleopterae",0
"s__Mesoplasma.entomophilum",0
"s__Mesoplasma.florum",0
"s__Mesoplasma.syrphidae",0
"s__Mesoplasma.tabanidae",0
"s__Mesotoga.infera",0
"s__Metabacillus.litoralis",0
"s__Metabacillus.sp..cB07",0
"s__Metabacillus.sp..KUDC1714",0
"s__Metakosakonia.sp..MRY16.398",0
"s__Metallosphaera.tengchongensis",0
"s__Methanobacterium.congolense",0
"s__Methanobacterium.formicicum",0
"s__Methanobacterium.lacus",0
"s__Methanobacterium.paludis",0
"s__Methanobacterium.sp..MethCAN",0
"s__Methanobacterium.subterraneum",0
"s__Methanobrevibacter.arboriphilus",0
"s__Methanobrevibacter.olleyae",0
"s__Methanobrevibacter.ruminantium",0
"s__Methanobrevibacter.smithii",0
"s__Methanobrevibacter.sp..AbM4",0
"s__Methanobrevibacter.sp..YE315",0
"s__Methanocella.arvoryzae",0
"s__Methanocella.conradii",0
"s__Methanocella.paludicola",0
"s__Methanoculleus.bourgensis",0
"s__Methanoculleus.marisnigri",0
"s__Methanofervidicoccus.sp..A16",0
"s__Methanofollis.formosanus",0
"s__Methanofollis.liminatans",0
"s__Methanohalophilus.mahii",0
"s__Methanohalophilus.portucalensis",0
"s__Methanolacinia.petrolearia",0
"s__Methanoregula.boonei",0
"s__Methanoregula.formicica",0
"s__Methanosaeta.harundinacea",0
"s__Methanosphaera.sp..BMS",0
"s__Methanosphaera.stadtmanae",0
"s__Methanosphaerula.palustris",0
"s__Methanospirillum.hungatei",0
"s__Methanospirillum.sp..J.3.6.1.F.2.7.3",0
"s__Methanothermobacter.sp..KEPCO.1",0
"s__Methanothermobacter.sp..THM.1",0
"s__Methanothermobacter.thermautotrophicus",0
"s__Methanothermus.fervidus",0
"s__Methanothrix.thermoacetophila",0
"s__Methanotorris.igneus",0
"s__Methylacidimicrobium.sp..B4",0
"s__Methylacidiphilum.kamchatkense",0
"s__Methylacidiphilum.sp..IT5",0
"s__Methylacidiphilum.sp..IT6",0
"s__Methylibium.sp..Pch.M",0
"s__Methylibium.sp..T29",0
"s__Methylibium.sp..T29.B",0
"s__Methylobacillus.flagellatus",0
"s__Methylobacterium.aquaticum",0
"s__Methylobacterium.brachiatum",0
"s__Methylobacterium.currus",0
"s__Methylobacterium.durans",0
"s__Methylobacterium.indicum",0.762735433844764
"s__Methylobacterium.mesophilicum",0
"s__Methylobacterium.nodulans",0
"s__Methylobacterium.oryzae",0
"s__Methylobacterium.phyllosphaerae",0
"s__Methylobacterium.radiodurans",0
"s__Methylobacterium.radiotolerans",0
"s__Methylobacterium.sp..17Sr1.1",0
"s__Methylobacterium.sp..4.46",0
"s__Methylobacterium.sp..AMS5",0
"s__Methylobacterium.sp..C1",0
"s__Methylobacterium.sp..CLZ",0
"s__Methylobacterium.sp..DM1",0
"s__Methylobacterium.sp..NI91",0
"s__Methylobacterium.sp..WL1",0
"s__Methylobacterium.sp..XJLW",0
"s__Methylobacterium.terrae",0
"s__Methyloceanibacter.caenitepidi",0
"s__Methyloceanibacter.sp..wino2",0
"s__Methylococcus.sp..EFPC2",0
"s__Methylococcus.sp..Mc7",0
"s__Methylomicrobium.sp..wino1",0
"s__Methylomonas.denitrificans",0
"s__Methylomonas.koyamae",0
"s__Methylomonas.methanica",0
"s__Methylomonas.paludis",0
"s__Methylomonas.sp..DH.1",0
"s__Methylomonas.sp..EFPC1",0
"s__Methylomonas.sp..LL1",0
"s__Methylomonas.sp..LW13",0
"s__Methylophaga.frappieri",0
"s__Methylophaga.nitratireducenticrescens",0
"s__Methylorubrum.extorquens",0
"s__Methylorubrum.populi",0
"s__Methylorubrum.zatmanii",0
"s__Methylosinus.trichosporium",0
"s__Methylotenera.versatilis",0
"s__Methylotuvimicrobium.alcaliphilum",0
"s__Methylotuvimicrobium.buryatense",0
"s__Methylovorus.glucosotrophus",0
"s__Methylovorus.sp..MP688",0
"s__Microbacterium.amylolyticum",0
"s__Microbacterium.aurum",0
"s__Microbacterium.caowuchunii",0
"s__Microbacterium.chengjingii",0
"s__Microbacterium.chocolatum",0
"s__Microbacterium.endophyticum",0
"s__Microbacterium.esteraromaticum",2.87219846919533
"s__Microbacterium.fandaimingii",0
"s__Microbacterium.foliorum",0
"s__Microbacterium.hominis",0
"s__Microbacterium.hydrocarbonoxydans",0
"s__Microbacterium.lemovicicum",0
"s__Microbacterium.lushaniae",0
"s__Microbacterium.oleivorans",0
"s__Microbacterium.oryzae",0
"s__Microbacterium.oxydans",0
"s__Microbacterium.paludicola",0
"s__Microbacterium.paraoxydans",0.513368533787778
"s__Microbacterium.phage.BonaeVitae",0
"s__Microbacterium.phage.Paschalis",0
"s__Microbacterium.phage.Quhwah",0
"s__Microbacterium.protaetiae",0
"s__Microbacterium.pygmaeum",0
"s__Microbacterium.schleiferi",0
"s__Microbacterium.sediminis",0
"s__Microbacterium.sp..1.5R",0
"s__Microbacterium.sp..10M.3C3",0
"s__Microbacterium.sp..1S1",0
"s__Microbacterium.sp..4R.513",0
"s__Microbacterium.sp..A18JL200",0
"s__Microbacterium.sp..A18JL241",0
"s__Microbacterium.sp..ABRD_28",2.88824063134041
"s__Microbacterium.sp..BH.3.3.3",0
"s__Microbacterium.sp..CBA3102",0
"s__Microbacterium.sp..CGR1",0
"s__Microbacterium.sp..JZ31",0
"s__Microbacterium.sp..LKL04",0
"s__Microbacterium.sp..No..7",0
"s__Microbacterium.sp..Nx66",0
"s__Microbacterium.sp..NY27",0
"s__Microbacterium.sp..PAMC.28756",0
"s__Microbacterium.sp..PAMC21962",0
"s__Microbacterium.sp..PAMC22086",0
"s__Microbacterium.sp..PM5",1.65003715159136
"s__Microbacterium.sp..RG1",0
"s__Microbacterium.sp..Se5.02b",0
"s__Microbacterium.sp..Se63.02b",0
"s__Microbacterium.sp..SGAir0570",0
"s__Microbacterium.sp..str...China.",0
"s__Microbacterium.sp..TPU.3598",0
"s__Microbacterium.sp..WY121",0.796240544500524
"s__Microbacterium.sp..XT11",0
"s__Microbacterium.sp..Y.01",0
"s__Microbacterium.sp..YJN.G",0
"s__Microbacterium.testaceum",0
"s__Microbacterium.virus.Appa",0
"s__Microbacterium.virus.Araxxi",0
"s__Microbacterium.virus.Arete",0
"s__Microbacterium.virus.Armstrong",0
"s__Microbacterium.virus.Eden",0
"s__Microbacterium.virus.Eleri",0
"s__Microbacterium.virus.Goodman",0
"s__Microbacterium.virus.Hendrix",0
"s__Microbacterium.virus.ISF9",0
"s__Microbacterium.virus.Krampus",0
"s__Microbacterium.virus.McGalleon",0
"s__Microbacterium.virus.MementoMori",0
"s__Microbacterium.virus.Metamorphoo",0
"s__Microbacterium.virus.Neferthena",0
"s__Microbacterium.virus.Phedro",0
"s__Microbacterium.virus.Schubert",0
"s__Microbacterium.virus.Zeta1847",0
"s__Microbacterium.wangchenii",0
"s__Microchaete.diplosiphon",0
"s__Micrococcus.luteus",1.02942124651704
"s__Micrococcus.sp..28",0
"s__Micrococcus.sp..A1",0
"s__Micrococcus.sp..A7",0
"s__Micrococcus.sp..KBS0714",0
"s__Micrococcus.sp..MG.2010.D12",0
"s__Micrococcus.sp..V7",0
"s__Micromonospora.auratinigra",0
"s__Micromonospora.chokoriensis",0
"s__Micromonospora.craniellae",0
"s__Micromonospora.echinaurantiaca",0
"s__Micromonospora.echinofusca",0
"s__Micromonospora.krabiensis",0
"s__Micromonospora.maris",1.29179822068873
"s__Micromonospora.rifamycinica",0
"s__Micromonospora.sp..28ISP2.46",0
"s__Micromonospora.sp..B006",0
"s__Micromonospora.sp..L5",0
"s__Micromonospora.terminaliae",0
"s__Micromonospora.viridifaciens",0
"s__Micromonospora.zamorensis",0.0112612013769495
"s__Microvirgula.aerodenitrificans",0
"s__Miltoncostaea.marina",0
"s__Mixta.calida",0
"s__Mixta.gaviniae",0
"s__Mixta.theicola",0
"s__Mobiluncus.curtisii",0
"s__Modestobacter.marinus",0
"s__Moraxella.bovis",0
"s__Moraxella.bovoculi",0
"s__Moraxella.catarrhalis",0.737318050212841
"s__Moraxella.cuniculi",0
"s__Moraxella.nonliquefaciens",0
"s__Moraxella.osloensis",4.27445057084249
"s__Moraxella.ovis",0
"s__Moraxella.sp..TA144",0
"s__Morganella.morganii",0
"s__Moumouvirus",0
"s__Mumia.sp..ZJ1417",0
"s__Muribaculum.gordoncarteri",0
"s__Muricauda.lutaonensis",0
"s__Muricauda.oceani",0
"s__Muricauda.ruestringensis",0
"s__Muriicola.soli",0
"s__Murine.leukemia.related.retroviruses",0
"s__Mus.musculus.mobilized.endogenous.polytropic.provirus",0.76914585445259
"s__Mycetocola.sp..JXN.3",0
"s__Mycoavidus.sp..B2.EB",0
"s__Mycobacterium.avium",0
"s__Mycobacterium.basiliense",0
"s__Mycobacterium.branderi",0
"s__Mycobacterium.canettii",0
"s__Mycobacterium.colombiense",0
"s__Mycobacterium.conspicuum",0
"s__Mycobacterium.cookii",0
"s__Mycobacterium.diernhoferi",0
"s__Mycobacterium.dioxanotrophicus",0
"s__Mycobacterium.doricum",0
"s__Mycobacterium.florentinum",0
"s__Mycobacterium.frederiksbergense",1.73170840321145
"s__Mycobacterium.gallinarum",0
"s__Mycobacterium.goodii",0
"s__Mycobacterium.gordonae",0
"s__Mycobacterium.grossiae",0
"s__Mycobacterium.haemophilum",1.20766482880023
"s__Mycobacterium.heckeshornense",0
"s__Mycobacterium.heidelbergense",0
"s__Mycobacterium.heraklionense",0
"s__Mycobacterium.holsaticum",0
"s__Mycobacterium.intracellulare",0
"s__Mycobacterium.kansasii",0
"s__Mycobacterium.koreense",0
"s__Mycobacterium.kubicae",0
"s__Mycobacterium.lacus",0
"s__Mycobacterium.leprae",0
"s__Mycobacterium.liflandii",0
"s__Mycobacterium.malmoense",0
"s__Mycobacterium.mantenii",0
"s__Mycobacterium.marinum",1.9869644287996
"s__Mycobacterium.marseillense",0
"s__Mycobacterium.noviomagense",0
"s__Mycobacterium.novum",0
"s__Mycobacterium.pallens",0
"s__Mycobacterium.paragordonae",0
"s__Mycobacterium.paraintracellulare",0
"s__Mycobacterium.paraseoulense",0
"s__Mycobacterium.parmense",0
"s__Mycobacterium.phage.39HC",0
"s__Mycobacterium.phage.Adzzy",0
"s__Mycobacterium.phage.Amohnition",0
"s__Mycobacterium.phage.Antsirabe",0
"s__Mycobacterium.phage.Bipper",0
"s__Mycobacterium.phage.BirdsNest",0
"s__Mycobacterium.phage.Cindaradix",0
"s__Mycobacterium.phage.CRB2",0
"s__Mycobacterium.phage.Curiosium",0
"s__Mycobacterium.phage.Ekdilam",0
"s__Mycobacterium.phage.Eponine",0
"s__Mycobacterium.phage.Estes",0
"s__Mycobacterium.phage.Findley",0
"s__Mycobacterium.phage.Flathead",0
"s__Mycobacterium.phage.Frankie",0
"s__Mycobacterium.phage.Gail",0
"s__Mycobacterium.phage.Georgie2",0
"s__Mycobacterium.phage.Henu3",0
"s__Mycobacterium.phage.HINdeR",0
"s__Mycobacterium.phage.Imvubu",0
"s__Mycobacterium.phage.Jolie1",0
"s__Mycobacterium.phage.Kimona",0
"s__Mycobacterium.phage.Krueger",0
"s__Mycobacterium.phage.Krypton555",0
"s__Mycobacterium.phage.LastHope",0
"s__Mycobacterium.phage.Lemuria",0
"s__Mycobacterium.phage.Makemake",0
"s__Mycobacterium.phage.Malec",0
"s__Mycobacterium.phage.MooMoo",0
"s__Mycobacterium.phage.MOOREtheMARYer",0
"s__Mycobacterium.phage.MrMagoo",0
"s__Mycobacterium.phage.Mufasa",0
"s__Mycobacterium.phage.MyraDee",0
"s__Mycobacterium.phage.Myrna",0
"s__Mycobacterium.Phage.Niklas",0
"s__Mycobacterium.phage.Phabba",0
"s__Mycobacterium.phage.Phantastic",0
"s__Mycobacterium.phage.Pharaoh",0
"s__Mycobacterium.phage.PP",0
"s__Mycobacterium.phage.Refuge",0
"s__Mycobacterium.phage.Saguaro",0
"s__Mycobacterium.phage.Serendipitous",0
"s__Mycobacterium.phage.Taheera",0
"s__Mycobacterium.phage.Taquito",0
"s__Mycobacterium.phage.Thonko",0
"s__Mycobacterium.phage.ThulaThula",0
"s__Mycobacterium.phage.Tonenili",0
"s__Mycobacterium.phage.Tourach",0
"s__Mycobacterium.phage.Weirdo19",0
"s__Mycobacterium.phage.WIVsmall",0
"s__Mycobacterium.phage.Yecey3",0
"s__Mycobacterium.phage.Yuna",0
"s__Mycobacterium.phage.Zerg",0
"s__Mycobacterium.phage.ZoeJ",0
"s__Mycobacterium.pseudoshottsii",0
"s__Mycobacterium.riyadhense",9.29670479559346
"s__Mycobacterium.saskatchewanense",0
"s__Mycobacterium.seoulense",0
"s__Mycobacterium.shigaense",0
"s__Mycobacterium.shinjukuense",0
"s__Mycobacterium.shottsii",0
"s__Mycobacterium.simiae",0
"s__Mycobacterium.sp..DL440",0
"s__Mycobacterium.sp..DL592",0
"s__Mycobacterium.sp..ELW1",0
"s__Mycobacterium.sp..EPa45",0
"s__Mycobacterium.sp..JS623",0
"s__Mycobacterium.sp..KMS",0
"s__Mycobacterium.sp..MOTT36Y",0
"s__Mycobacterium.sp..MS1601",0
"s__Mycobacterium.sp..PYR15",0
"s__Mycobacterium.sp..QIA.37",0
"s__Mycobacterium.sp..THAF192",0
"s__Mycobacterium.sp..TY59",0
"s__Mycobacterium.sp..WY10",0
"s__Mycobacterium.sp..YC.RL4",0
"s__Mycobacterium.spongiae",0
"s__Mycobacterium.stomatepiae",0
"s__Mycobacterium.tuberculosis",0
"s__Mycobacterium.ulcerans",0
"s__Mycobacterium.vicinigordonae",0
"s__Mycobacterium.virus.32HC",0
"s__Mycobacterium.virus.Barnyard",0
"s__Mycobacterium.virus.Bernal13",0
"s__Mycobacterium.virus.Bignuz",0
"s__Mycobacterium.virus.Brujita",0
"s__Mycobacterium.virus.Che12",0
"s__Mycobacterium.virus.Cooper",0
"s__Mycobacterium.virus.DrLupo",0
"s__Mycobacterium.virus.DS6A",0
"s__Mycobacterium.virus.Giles",0
"s__Mycobacterium.virus.Littlee",0
"s__Mycobacterium.virus.Mosmoris",0
"s__Mycobacterium.virus.Nigel",0
"s__Mycobacterium.virus.Pacc40",0
"s__Mycobacterium.virus.Phrann",0
"s__Mycobacterium.virus.Predator",0
"s__Mycobacterium.virus.Pukovnik",0
"s__Mycobacterium.virus.Rey",0
"s__Mycobacterium.virus.Stinger",0
"s__Mycobacterium.virus.Wildcat",0
"s__Mycobacterium.xenopi",0
"s__Mycobacteroides.chelonae",0
"s__Mycobacteroides.salmoniphilum",0
"s__Mycobacteroides.saopaulense",0
"s__Mycolicibacter.minnesotensis",0
"s__Mycolicibacterium.alvei",0
"s__Mycolicibacterium.chitae",0
"s__Mycolicibacterium.chubuense",0
"s__Mycolicibacterium.fluoranthenivorans",0
"s__Mycolicibacterium.fortuitum",0
"s__Mycolicibacterium.helvum",0
"s__Mycolicibacterium.insubricum",0
"s__Mycolicibacterium.mageritense",0
"s__Mycolicibacterium.monacense",0
