"node","closeness"
"CACNB4",10505896.2716968
"s__Streptomyces lavendulae",10504249.0347692
"SPOCD1",10504097.480027
"CSPG5",10502138.214585
"ARHGAP8",10501230.2983466
"SPIRE1",10501158.348344
"s__Bacillus velezensis",10500297.8747358
"g__Nonomuraea",10500103.279909
"RPS4Y2",10498812.0591769
"DNAJB3",10498026.789886
"ARHGEF9",10496864.8624624
"IPCEF1",10496624.0312188
"THEM4",10494366.573343
"PCDHA4",10494184.2817804
"FKBP5",10494051.0453397
"ZNF365",10493677.5452509
"CYP2C19",10493531.3183818
"EPHA4",10493251.2935903
"GGT3P",10491409.5622605
"NDUFA7",10490607.3670711
"AMDHD1",10488311.9476137
"TM4SF4",10488213.857428
"BCAS1",10486810.7922669
"s__Aquimarina sp. TRL1",10486302.104551
"BASP1",10486054.810436
"SERPINE2",10486043.8216325
"MRVI1",10485927.8094502
"CDKN2C",10485302.8777887
"FFAR3",10485300.7941409
"SCARNA21",10484310.486236
"CCDC110",10483552.4314126
"GJA1",10482207.4067156
"CDC42BPG",10481410.8522411
"EGLN3",10481119.8236537
"ST3GAL3",10480422.8169902
"NR1I2",10480338.8972861
"SNORD116-24",10479673.7479771
"GUCY2C",10478923.928758
"g__Lawsonia",10477431.7929576
"s__Lawsonia intracellularis",10477431.7929576
"SPON1",10477098.9473551
"LRRN2",10476560.3764573
"PECAM1",10473644.5810132
"DUSP7",10473596.1453093
"GBP1",10473352.7999402
"GLG1",10471292.3820969
"ATP1A2",10470402.9895616
"CH25H",10470002.4873105
"THAP2",10468884.9786584
"PPP1R14C",10468878.872544
"KIF3C",10468479.5405785
"c__Chthonomonadetes",10468193.5350876
"o__Chthonomonadales",10468193.5350876
"f__Chthonomonadaceae",10468193.5350876
"g__Chthonomonas",10468193.5350876
"s__Chthonomonas calidirosea",10468193.5350876
"APH1B",10467597.5491712
"NINJ2",10467294.4947711
"WDFY4",10467003.0547368
"PUS3",10465349.7892638
"LAPTM5",10464976.4484257
"g__Chivirus",10464241.2112822
"s__Salmonella phage TS13",10464241.2112822
"WNT2",10461581.897169
"XIAP",10461441.4761156
"CDYL2",10461362.3879791
"DNAJA4",10461135.9776907
"OTOA",10460761.2322756
"ENPP5",10459417.8768788
"LOC283683",10458268.4568878
"GOLGA6L1",10457759.4214085
"CCDC17",10457283.7588625
"SERINC4",10455598.7531204
"ABCB9",10455091.4611571
"s__Cupriavidus basilensis",10454453.0087816
"TYRO3",10454236.2989763
"C9orf131",10454206.8932891
"DCLK1",10453906.6831039
"KCNT2",10453885.2461914
"s__Lachnoclostridium phytofermentans",10453748.3456007
"C3",10452558.5168858
"CD69",10452041.3152072
"INPP4B",10451988.9993168
"PODXL2",10451722.6108704
"KHDC1",10451701.2259105
"PRICKLE4",10451611.9732057
"ZNF860",10449965.6424038
"LRRTM2",10447692.2673365
"ADCYAP1R1",10447120.8404029
"XAGE1A",10446847.2066015
"LAMA3",10446463.3584438
"s__Streptococcus ilei",10446307.0991156
"THAP7-AS1",10446098.5925352
"CDKL2",10445077.928703
"s__Pseudomonas oryzihabitans",10444720.0075706
"CDH2",10444197.4445275
"FABP7",10443648.3405212
"FAM43A",10442649.1296893
"KLHL3",10442295.1992822
"s__Kitasatospora sp. MMS16-BH015",10442213.1749878
"SNORA35",10440976.0422128
"RFTN2",10440947.7848862
"ENHO",10437877.1598518
"SELPLG",10436193.3368142
"NLE1",10436040.8227463
"TLE4",10435710.3062222
"PDZK1",10434148.534229
"ZFP57",10434073.2281346
"PIK3R5",10433345.1971288
"KIF5A",10433313.1360571
"DEPDC7",10432828.4738594
"LY6E",10431503.0984007
"KRBOX1",10431399.4748324
"KRT6A",10430421.6692766
"APOC1",10430401.8744325
"PALM",10430342.0499609
"RPL26L1",10430082.3714735
"ALDH1A3",10429577.0950966
"AURKB",10428533.7737827
"DPT",10428493.5923005
"CHRM3",10428141.7501699
"AATK",10427786.1033948
"SPRR1B",10427069.9587367
"PCDHGB1",10426807.6748432
"GDF6",10426089.7114553
"SMYD3",10426009.2280078
"LAMB3",10425876.1605965
"MZB1",10425444.5680315
"MYH2",10424448.0901001
"ACTR3C",10424222.5844198
"XPNPEP2",10423916.2685991
"RAP1GAP2",10423496.5764197
"CEACAM21",10423280.7249386
"ID1",10423200.0161614
"GPR84",10422671.6095117
"MRPS26",10421442.8917729
"CCDC141",10420240.8291244
"KCTD1",10419929.4792847
"KRT6B",10419736.6527787
"PIP5K1B",10419394.5027761
"B4GALNT3",10418917.9791437
"SNORA38",10418645.0173582
"SFTPC",10413998.3352645
"ALOX5AP",10413471.3810295
"FAM25C",10413140.2150907
"BMP2",10412497.4817602
"ATOX1",10412325.023338
"CELF4",10411632.2575104
"EOMES",10410545.0340665
"MMD",10408601.2354945
"UGT1A6",10408518.6726133
"PCDHGB7",10407914.5642137
"TNFRSF1B",10407744.7406665
"SNAP25",10406526.8876929
"RGL4",10405514.8024526
"CST7",10404507.2514822
"CDS1",10404367.6099248
"LDLRAD2",10403117.0465135
"s__Dickeya poaceiphila",10402384.1373275
"HSD17B13",10402348.7146377
"PDZD2",10400680.5595816
"SMOX",10400334.0186781
"USP18",10399223.9521204
"CT45A5",10398546.7757975
"MGAT5B",10397358.3602707
"C1orf226",10397259.563734
"s__Streptomyces lydicus",10396144.1263857
"NUP210",10395573.0448978
"UNC93B1",10394606.8255584
"ROBO2",10394443.1540144
"CBR1",10394085.9982401
"SFRP1",10393732.9921126
"TNFRSF18",10393681.3070279
"RTN2",10393287.1210756
"LILRB2",10392620.2858428
"PCDH17",10391498.2313431
"SLC19A1",10390699.2184817
"LTBP2",10390405.9553741
"POF1B",10389626.2287479
"LRRC17",10389523.6434767
"NTN4",10388075.1163891
"DNMT3B",10387157.7519016
"IL18",10386250.6187591
"CES1P1",10385198.2471186
"CRISPLD1",10384311.9297313
"GRAMD1C",10384045.4764462
"HSPB3",10383595.8709551
"IKZF2",10382658.9464158
"RNF5",10382225.8150249
"GRIA4",10380792.0258949
"METTL21A",10380704.8608944
"CPAMD8",10379025.1434376
"s__Oscillibacter sp. NSJ-62",10378991.7810916
"PLVAP",10378454.7853206
"FBXO6",10376833.8947302
"BMP4",10376290.9584989
"BTBD16",10376254.574191
"CAPNS2",10375692.4241691
"DGKE",10375317.0369931
"IGSF9",10374784.3067839
"CKB",10372392.4954299
"COL14A1",10372379.7221053
"SSC5D",10372200.464562
"CDH13",10371872.4495154
"ZNF726",10370676.8783901
"s__Methylobacterium aquaticum",10369598.0753847
"PBK",10368665.6412645
"CCDC120",10367757.4932785
"HRNR",10367030.5095868
"KLHDC7B",10366755.7442879
"s__Pseudomonas libanensis",10365388.6494444
"SYS1",10365092.9106926
"CYP2C9",10363917.0023464
"PTTG1",10362232.8255063
"PRR7",10362203.1235837
"ASB9",10360825.7095295
"FCAR",10360597.6875915
"HNF1B",10360107.9718688
"ACOT11",10358387.5359328
"ECE2",10358310.35274
"PGBD5",10358138.6781228
"RPL32P3",10357801.8857255
"TRPS1",10357687.2470499
"ASPH",10356961.0431032
"E2F7",10355481.5316556
"ACADL",10355421.7346103
"REG3A",10355365.6317151
"FASN",10355254.7555746
"ANKRD23",10354981.076215
"UPK2",10352962.4234302
"PRELP",10352615.9549448
"PID1",10352131.402017
"SCARNA20",10351513.5270115
"HIP1R",10350756.5494013
"s__Rothia kristinae",10350424.2382539
"ZNF43",10350134.5926913
"TP53INP2",10348744.1024065
"LIPG",10348543.3107646
"g__Asaia",10348206.9557352
"s__Asaia bogorensis",10348206.9557352
"CENPW",10347652.6584155
"LIMCH1",10347441.7222758
"s__Gemella sp. ND 6198",10347368.0379557
"CXCL2",10347142.3488947
"ZNF418",10347043.18657
"A4GALT",10347031.3351534
"CTSH",10346863.4162984
"FAM13A",10345392.6454197
"XXYLT1",10344873.4180982
"LAPTM4B",10344774.3151801
"PHLDB3",10344298.5900903
"HSPA12B",10343574.9269499
"GPR37",10341570.7151485
"MIR22HG",10340813.747971
"PCDH9",10340594.3639731
"DPRXP4",10340135.0565157
"MLXIPL",10339960.0212296
"C1RL",10339519.7185448
"GZMB",10338721.5243406
"GPR4",10338112.6626709
"CSAG2",10336334.7948982
"SNORA70E",10335851.7260647
"KCNT1",10335781.2924439
"LRRC15",10335183.4104763
"PIGZ",10334955.7398524
"UPK3A",10334905.2567249
"HECW2",10334677.7208445
"ZNF600",10333614.8516325
"TRAF4",10331761.4738421
"SYT11",10331549.6692504
"s__Methylobacterium sp. AMS5",10331521.7316837
"APBB1IP",10331390.4917848
"SLC22A31",10328711.1772956
"s__Candidatus Kuenenia stuttgartiensis",10328303.1428327
"NFE2L3",10328236.7653919
"NTPCR",10325025.5058782
"GAGE1",10324874.2422902
"STARD5",10320628.0061727
"STAC2",10320232.6522456
"PEBP4",10319893.6018779
"APOC3",10318700.4277361
"MIRLET7BHG",10318473.2585678
"ARL4A",10317840.6349639
"RGS10",10317108.2152931
"DKK3",10316916.0524827
"PRTG",10316799.3103406
"g__Halopiger",10316074.6401087
"s__Halopiger xanaduensis",10316074.6401087
"s__Pseudomonas taetrolens",10315170.0742812
"SMG1",10313575.5370343
"ALS2CL",10313495.165743
"AQP3",10312292.8803034
"o__Bryobacterales",10311744.1117846
"f__Bryobacteraceae",10311744.1117846
"g__Paludibaculum",10311744.1117846
"s__Paludibaculum fermentans",10311744.1117846
"DNAH3",10311688.5106035
"COLEC11",10311596.3387201
"SPTBN2",10311100.7750414
"RGS1",10311096.565759
"BAMBI",10309953.6668198
"PAGE5",10309787.7064763
"PCDHA6",10309774.5313637
"UGT2B17",10309548.9957231
"PRKD1",10309539.7430042
"HMGA2",10309480.6519416
"ZNF177",10307267.7884093
"SLC5A6",10307246.7956001
"ZNF347",10306337.9944978
"PTPRO",10305728.6215843
"GGTLC2",10304989.1034524
"s__Methylobacterium brachiatum",10304877.9001959
"CRYAB",10304742.6321469
"MMP17",10304129.6897935
"CDO1",10299167.5939394
"s__Erythrobacter sp. JK5",10297407.4610487
"HNRNPH2",10296569.281749
"SCARNA22",10296038.8484143
"f__Symbiobacteriaceae",10295563.7431107
"g__Symbiobacterium",10295563.7431107
"s__Symbiobacterium thermophilum",10295563.7431107
"s__Tardiphaga robiniae",10294640.647993
"LOC541473",10292466.3332749
"ATP13A4",10292401.0639998
"C14orf119",10291887.9738458
"FAT4",10291298.1871317
"DGAT2",10290601.3363041
"FILIP1L",10288500.3065795
"RGS9",10288158.7244652
"MIR1305",10284960.6324037
"FAM72D",10284892.6153641
"LHX9",10283913.6163924
"g__Dysosmobacter",10283671.6749752
"s__Dysosmobacter sp. Marseille-Q4140",10283671.6749752
"CCL5",10281602.965101
"PTPMT1",10281462.6109569
"g__Fuerstia",10280876.9223413
"s__Fuerstia marisgermanicae",10280876.9223413
"MYLK3",10280331.427671
"HS3ST2",10279534.245455
"MCF2L2",10279169.014393
"GHR",10277959.8964317
"GRID1",10276714.9677855
"KIF18A",10276482.4681149
"TNNC2",10275533.6250473
"BTBD18",10274552.3449035
"KRT80",10274086.2103093
"BNIPL",10272970.7263839
"NEIL3",10272587.6542933
"STEAP2",10271404.8556698
"CALB1",10271104.1354648
"CNTNAP1",10268503.1159837
"ITGB7",10268252.3251443
"AMY1B",10268051.9047956
"PEG10",10268045.3929582
"s__Ruminococcus bicirculans",10267147.253555
"DKK2",10267140.6386013
"ZNF680",10267137.3747316
"FAM124A",10266725.9385835
"CCDC152",10266354.8351906
"ABCC8",10265952.3690849
"MSLN",10264982.4766925
"LY6G6D",10264857.6130858
"ANXA13",10264799.8699536
"ZMAT5",10264177.0560726
"LOXL1",10264023.2468994
"FDXR",10263012.7146865
"MAD2L2",10262756.8722368
"CHML",10262376.5851293
"SOCS1",10261469.0193092
"PCP4",10260573.2631675
"ZNF273",10259286.864969
"FZD1",10259147.1514305
"NOSTRIN",10258819.9014498
"TEX29",10257333.1233453
"ACADS",10256567.0088556
"DNAJC18",10256375.1633226
"PRND",10255347.2886595
"ZIC1",10255156.8259855
"PGF",10254727.0013849
"IFI27L1",10253745.6443078
"RAB3B",10253538.5565989
"C9orf40",10253529.1144776
"g__Glaesserella",10253483.1424137
"s__Glaesserella sp. 15-184",10253483.1424137
"CD24",10250572.9025529
"TLCD1",10247822.4184263
"CELSR1",10246948.6285994
"TMEM189",10246237.4849699
"DNAL4",10245221.9141646
"BEX1",10243742.7908718
"CD19",10242955.443717
"ZC3H12B",10242910.9730608
"AMPD3",10242619.063166
"EMP2",10242528.0563412
"FGF5",10240341.8628439
"CASP12",10238709.6577242
"CLDN1",10238013.8972949
"MUC15",10237922.1563552
"FAM169A",10237029.1503236
"ABLIM1",10236358.9539874
"KHK",10236117.6954635
"FLT3LG",10234481.5413439
"CTAGE10P",10232694.3167001
"PCDHGA4",10231548.9122227
"GOLGA8DP",10231227.0535994
"RGL1",10230494.8401865
"JPH1",10230097.9878485
"APOBEC3B",10228346.1541845
"ECM1",10228163.1595192
"RNF157",10227960.7735423
"MT1A",10226785.041087
"MOCOS",10226221.7617191
"f__Trichomonascaceae",10225926.7113039
"g__Sugiyamaella",10225926.7113039
"s__Sugiyamaella lignohabitans",10225926.7113039
"GATA6",10225713.8544442
"MAP6",10223870.1631431
"CYP26B1",10223303.9213026
"RPUSD1",10219749.8954369
"MCM2",10219546.0761624
"CDKL3",10219528.4403359
"GAGE12E",10217915.1148864
"TRPV2",10216419.9523732
"s__Streptomyces galilaeus",10216134.4785602
"ZFP2",10214874.4557433
"DCBLD2",10212331.7507023
"ITGA8",10212162.1407874
"ITIH4",10211977.9678868
"CLEC4G",10211819.460793
"CHAF1B",10211090.7159077
"IGFL2",10210914.5634635
"SNORA70B",10210890.763599
"SNORA71C",10209265.1885003
"s__Bifidobacterium dentium",10207816.2260635
"SLC9A4",10207319.8147383
"RNLS",10206048.6471441
"ADHFE1",10205624.0505378
"o__Egibacterales",10204531.5300379
"f__Egibacteraceae",10204531.5300379
"g__Egibacter",10204531.5300379
"s__Egibacter rhizosphaerae",10204531.5300379
"ZNF354C",10203192.1189327
"EPHB1",10203123.7849087
"LINC00174",10201489.9754679
"SLC7A8",10200382.3842275
"GALNT12",10199171.3322857
"HK2",10199122.7592796
"APOL3",10198267.9372347
"NPTX2",10197395.2247419
"GNRHR",10196494.1037872
"UPP1",10196444.3916372
"PYCARD",10196334.6495138
"VMA21",10196220.6910055
"s__Delftia acidovorans",10196128.3815622
"RHOF",10194935.0999534
"NUDT1",10194326.231254
"ZFPM2",10193955.3815162
"SIRPB2",10193730.7786053
"CLDN11",10193551.4307545
"FLNC",10193377.0323244
"IL17RB",10192669.1502185
"GPR155",10192641.7987535
"CNTN1",10192097.1829797
"TAS2R50",10191740.1573772
"WNK4",10191469.7787174
"CNTNAP3B",10190317.3830377
"LRRC32",10188242.0733919
"CCNF",10187704.4497087
"PCDHGB2",10187551.4080955
"GINS1",10187122.243441
"GPR52",10186945.4340346
"KCNK1",10186358.4058241
"KLRD1",10186118.6467332
"s__Sphingomonas sp. C33",10185590.1603538
"GXYLT2",10185180.8704962
"CATSPER1",10184615.6091407
"FBN3",10183840.3085593
"ZNF99",10183813.2849464
"PAGE2B",10183734.891321
"f__Sutterellaceae",10182974.5468898
"g__Sutterella",10182974.5468898
"CDH11",10182540.9905836
"FRZB",10180431.915035
"CPNE7",10179490.3760812
"PRELID2",10178880.9902282
"DOK6",10177944.6469845
"TMEM132B",10177910.6086848
"FGF13",10177845.4753557
"HOXC10",10176909.1646056
"TNN",10175551.717241
"KIAA1324L",10175303.1036624
"SRPX2",10175276.2686634
"SFTA2",10175201.3107278
"PTPN3",10172189.4754897
"CELSR2",10172131.4310486
"NCAPH",10171911.5407975
"COBL",10171388.3320968
"BEND7",10171379.8274416
"TCEAL7",10171214.6605955
"MIR613",10171062.9848818
"TREM2",10170650.3574883
"ZNF483",10170397.1285419
"TNFRSF11A",10169298.3378421
"GPM6A",10168973.3414751
"METTL1",10167453.5094066
"FBLN7",10165634.5907248
"HDDC3",10165628.3043909
"SNHG15",10165363.9527799
"HOXA5",10165341.4017306
"s__Acinetobacter lwoffii",10164725.1843509
"KRTAP19-1",10163806.1034547
"C5orf58",10163545.0375984
"LGR4",10163182.1450917
"CBX2",10162786.4254278
"CLIC2",10161620.8751683
"PSPH",10161568.1428812
"EID2",10161142.2230041
"AMY1A",10160457.1841712
"LAGE3",10160381.0593456
"ACAT2",10159283.9432271
"S100A7",10158865.9969303
"SNORA15",10158763.1619118
"NACA2",10158577.6364759
"ADAMTS6",10157621.8820014
"ZNF182",10155943.1992296
"SNHG6",10154238.4006716
"ZNF570",10153573.3161999
"SLC2A13",10152263.5169923
"KRT16",10151977.935558
"PTGER1",10151956.9395964
"g__Citricoccus",10151892.4224373
"s__Citricoccus sp. SGAir0253",10151892.4224373
"PSTPIP2",10151481.6618447
"ANK2",10151006.931551
"SIGLEC15",10150682.1624298
"SALL2",10150661.716513
"ITGA11",10150635.9032116
"KCNH2",10149812.3530381
"s__Clostridium perfringens",10149642.19926
"MEX3B",10149462.4500978
"DOK2",10149351.3658929
"SNORA54",10149074.6891198
"TYMS",10146364.2293755
"SYT14",10145736.6579604
"ETV1",10144843.0650245
"HBG2",10143910.4557726
"SLC35G6",10143752.109984
"ABCC9",10143118.567857
"GAP43",10143041.9075574
"ISM1",10142853.4233649
"EIF5",10142145.7681448
"PLCD1",10141581.9090788
"ITM2A",10141220.0251902
"s__Sphingomonas piscis",10139096.5703298
"EPHA2",10138210.4623259
"MIR600HG",10138207.1844865
"HS6ST1",10136561.1182618
"CDKN1A",10136289.0432706
"KLHL38",10136162.0126774
"CSAG1",10135544.9369415
"TRPM2",10134331.5091466
"SEZ6L2",10134294.277128
"STS",10134175.5131013
"DNASE1",10134080.9443841
"MFAP2",10132724.0219147
"FDCSP",10131557.7524601
"PPP1R14A",10130344.5946647
"EFEMP1",10128757.4386917
"RHOD",10127955.840486
"TFR2",10127227.8080994
"SCD",10126825.8438842
"FGFR3",10125898.3946612
"ZDHHC14",10125417.4126228
"MEIS2",10125271.4425263
"TNFRSF19",10125151.648553
"GNG4",10124739.0125161
"LAD1",10124684.5124521
"DPEP2",10124298.2108558
"SPEG",10123966.5330628
"PAX8",10122010.9002914
"ACE",10121795.7433129
"PRH1",10120112.9781462
"MON1A",10118658.3119865
"SNORA71D",10118225.1921302
"DEFB124",10117376.5051844
"CCDC136",10116653.720204
"LDHAL6B",10115185.0051652
"SIM2",10114430.8287298
"USP32P1",10114251.8079702
"KRTAP5-1",10113050.3593833
"S100P",10112453.585535
"s__Burkholderia sp. CCGE1003",10112429.052744
"DDIT4",10110878.6853655
"TCTEX1D2",10110296.4453723
"TSSK3",10109581.7256525
"SLC2A5",10108269.894186
"ZNF33A",10107939.5018612
"FAT2",10106503.7331815
"SAA1",10105823.6618526
"s__Bifidobacterium bifidum",10104943.1767911
"CYP2U1",10104685.8034004
"EDARADD",10104676.3458472
"REC8",10102082.3280686
"FRK",10101125.2107444
"KRT86",10100338.5894089
"FOXE1",10100197.1850173
"ARHGEF26",10100121.930361
"APOBEC3A",10099681.0642618
"SFRP4",10097811.7261801
"s__Pseudomonas tolaasii",10097037.5711056
"ZNF506",10097036.5472716
"PREX1",10095360.9734711
"c__Opitutae",10093573.7643274
"o__Opitutales",10093573.7643274
"f__Opitutaceae",10093573.7643274
"s__Sphingomonas sp. LMO-1",10091496.1009425
"ACSL6",10091388.4938964
"MYO15B",10091364.6460043
"CTAGE4",10090983.0971921
"SLC2A11",10090198.913089
"TCEAL2",10088627.7871544
"ANGPTL2",10088599.3406032
"MIR548J",10088503.9379791
"SLC23A2",10086923.9813014
"ZNF37A",10086135.4795328
"s__Streptococcus parasanguinis",10085612.666214
"SRR",10084608.0845682
"GLIPR1L2",10084497.4362311
"HDHD3",10083376.3388375
"TMEM25",10083053.5612596
"GPRC5B",10082016.3289234
"SLC27A5",10081826.6904077
"PTGDS",10081643.462914
"s__Bacillus paranthracis",10080320.0087745
"KIAA1958",10077921.9968675
"CNKSR2",10077715.6324979
"CST4",10075765.7668697
"NME5",10075627.6169204
"IRS2",10075157.5324726
"SCGB3A2",10075074.9040834
"CCDC80",10074642.7387239
"EGFLAM",10073297.20858
"HSPB8",10072824.0250331
"s__Pseudomonas sp. AN-B15",10072753.8206884
"TSNAX-DISC1",10072305.5610133
"SAA2",10071372.0215969
"CYP4X1",10071362.7435925
"ITGAE",10070824.7749449
"MDM2",10070516.565364
"RIMS2",10070234.3448571
"PCSK2",10069799.5974313
"ZNF816",10069737.8794049
"AKR1B15",10069445.3518717
"FXYD6",10066505.4373596
"UPK3B",10066412.5654918
"s__Meiothermus ruber",10065143.7660829
"VCX",10064997.8098991
"k__unclassified-p__Kiritimatiellaeota",10064847.7431203
"p__Kiritimatiellaeota",10064847.7431203
"c__Kiritimatiellae",10064847.7431203
"o__Kiritimatiellales",10064847.7431203
"f__Kiritimatiellaceae",10064847.7431203
"g__Kiritimatiella",10064847.7431203
"s__Kiritimatiella glycovorans",10064847.7431203
"ZNF813",10063586.5404935
"DIAPH1",10063455.0287005
"PARP8",10062593.3807448
"DLX6",10061438.0925513
"ZNF714",10060782.8692891
"ELOVL4",10060668.100216
"LPA",10060184.2088291
"RFX8",10060041.3662393
"MIR15B",10059647.8581283
"IGF2BP2",10057475.3408124
"TFAP2C",10056513.3641239
"PARM1",10055884.2518584
"HECTD2",10053059.918504
"TCHH",10050872.2622526
"ZNF257",10050304.84583
"SNORA47",10047422.3924704
"MMP24",10047081.164051
"BVES",10044271.0189599
"SUSD4",10043423.9033047
"LPAR6",10043325.0161076
"D2HGDH",10042675.8884756
"GLRB",10042593.6622883
"ZSWIM3",10040050.6937787
"EFR3B",10040045.4686589
"PBX3",10039014.4523132
"UNC45B",10038013.0746767
"GPR162",10037043.5357456
"PAFAH1B3",10036241.2565536
"DLL1",10035922.145992
"BMP5",10035836.3269749
"HCST",10034263.7305231
"SLC12A8",10033090.0128117
"MAB21L3",10032129.0734056
"s__Legionella sp. TUM19329",10031830.4374164
"SNRPN",10031517.6541978
"KCNN3",10028174.0683611
"CXADR",10027048.4769783
"LAMC2",10025241.8974806
"TUB",10024958.7952295
"KRT1",10024739.5100097
"SEMA5B",10023012.9932391
"PCBP3",10022407.6882201
"MYH9",10022337.6011819
"MRC2",10022164.696098
"PCDHA8",10021321.2224268
"PPP2R3A",10020243.9340921
"BBOX1",10019494.3907077
"GNA14",10018803.4918246
"ANKRD36B",10018220.4246402
"KCNQ5",10017862.5175082
"g__Ethanoligenens",10016862.8814663
"s__Ethanoligenens harbinense",10016862.8814663
"s__Lactobacillus johnsonii",10016464.543852
"PRKAR1B",10015795.7456645
"MID1IP1",10014978.3609664
"CES1",10012721.2447876
"COX14",10011600.9981723
"GAGE12C",10010514.956923
"CNTFR",10008521.9727111
"NOXA1",10008484.8083031
"s__Arachidicoccus ginsenosidivorans",10008143.0592525
"ATP2B3",10005020.7516795
"NR4A3",10004945.8114343
"PLAGL1",10004688.6201381
"o__Nevskiales",10004675.1426596
"FAM174B",10004113.9316886
"FNDC1",10004106.6282555
"NOX4",10004011.939435
"TMEM200A",10003908.6244304
"BARX1",10003077.3308066
"CCL28",10002854.8778301
"GJB2",10001802.7782996
"PTGFRN",10001469.6664322
"CDC25A",10001175.5341413
"ZDHHC15",9998404.15818
"OR13H1",9998002.54931628
"s__Moraxella catarrhalis",9997644.39378476
"TF",9997380.42491593
"C22orf23",9997186.24199724
"SNAPC2",9996526.64053203
"PFKFB4",9995396.44284567
"KRT14",9994572.20350938
"FGF7",9994031.63267746
"GNG12",9993856.55464458
"CR1",9992804.14356711
"C4BPA",9992454.32791251
"COL24A1",9990794.68267313
"AKR1E2",9989368.10245735
"C1orf109",9988981.79899097
"ABAT",9988764.94413505
"THRB",9988611.54681545
"SLC16A13",9988248.7890142
"CYP27B1",9987555.16696923
"ZWINT",9987167.80284025
"BDH1",9987036.24675892
"PCDHGB3",9986398.25820373
"MRPS12",9986097.64066974
"s__Pseudomonas vancouverensis",9985972.011484
"LRRK2",9985891.17985802
"s__Candidatus Nitrospira inopinata",9983793.41034769
"JAM2",9982036.67141091
"ZNF787",9979960.42507865
"HOXD9",9979626.01948284
"NNMT",9979536.43870998
"C1orf61",9977906.91536083
"BATF3",9976736.78848698
"s__Mycobacterium tuberculosis",9976216.81382502
"SPINT2",9975632.08830734
"DNAH10",9974896.26101064
"DENND2D",9973349.90820819
"PLGLB2",9973078.5186975
"PRSS21",9971968.21408756
"LDOC1",9971937.18129854
"TSHZ3",9970748.46291588
"GPD1L",9970554.81803379
"JPH2",9969748.64975797
"g__Dialister",9967387.69705196
"PCDHA11",9966374.68605854
"PTPN22",9965856.08525318
"MIR551B",9964252.97630104
"s__Sphingomonas sp. CL5.1",9963410.26942531
"f__unclassified-g__Methylibium",9963200.93283217
"g__Methylibium",9963200.93283217
"OAF",9962250.132598
"CISD1",9961339.79752721
"PSMG4",9961092.02805897
"PRR5",9960870.79526129
"B3GNT6",9960012.16818814
"g__Lancefieldella",9959230.53558685
"s__Lancefieldella parvula",9959230.53558685
"SCN9A",9956689.62512849
"PNPLA3",9954265.06079348
"PCDHGA6",9953462.43488964
"SYN3",9953447.58644778
"s__Streptomyces rutgersensis",9952840.22993422
"PDGFD",9950811.24135372
"C15orf48",9949999.08245601
"ABHD14A-ACY1",9949923.80909842
"SKAP1",9949796.28421991
"MAP1LC3B2",9949790.51407031
"DPP10",9949745.49232753
"GADD45B",9949348.15107517
"REPS2",9947460.35108859
"TGM1",9946937.44779861
"PLA2G4B",9946927.4425057
"TBC1D30",9945681.38148735
"SFTPA2",9944372.58514141
"KCNMB4",9944268.37478735
"SULF2",9942637.34716465
"EBF1",9941247.62651552
"CYP4F12",9940999.75985113
"s__Pseudomonas sp. St316",9940843.55268474
"CCDC51",9940430.18127168
"GSTM1",9939446.57304755
"C3orf14",9938936.89997274
"DEPDC1B",9936936.61479803
"CXCL3",9935962.36275235
"LOC100506321",9935930.10330804
"ZBP1",9935614.90676873
"HSD17B8",9934991.3957198
"AURKA",9933840.78782585
"ARID3A",9931496.44754811
"s__Bifidobacterium animalis",9931340.29515658
"TPGS1",9931149.21298719
"TSPAN6",9930915.54828666
"ZNF530",9930729.02875738
"g__Kazachstania",9930375.84510349
"GLDN",9930273.217827
"ZNF385B",9929038.63696156
"RTL1",9928900.20735244
"ZNF750",9926259.70847826
"B9D1",9925957.11379216
"APP",9924829.78764244
"ADAMTS4",9924456.35063102
"MIR199A2",9924416.30486699
"MSMB",9923426.43494727
"MXRA8",9923233.49503265
"GPRASP2",9923122.52177695
"SFTPA1",9922398.25852766
"SAMD9",9921146.30189319
"ITGAX",9917479.72632751
"c__unclassified-o__Bacteroidetes",9916641.66341461
"o__Bacteroidetes",9916641.66341461
"f__Rhodothermaceae",9916641.66341461
"ZNF93",9915496.48195211
"TNFRSF4",9915002.40824875
"PCSK6",9914628.13144514
"TMEM216",9913515.56031967
"STYK1",9912363.67974263
"GTF2IP1",9911782.22458141
"SH2D3A",9911266.66115038
"s__Micromonospora maris",9910980.23677938
"LAG3",9910187.21328039
"NPAS2",9909777.06895789
"MIR148B",9907575.49237788
"IGSF11",9906781.99353846
"s__Comamonas koreensis",9904603.05918607
"CRYZ",9904054.44109556
"PAH",9903618.56214754
"ST8SIA1",9902954.16899878
"GUCY1A2",9900155.33486899
"C1QL1",9898957.28069612
"ACSL5",9898577.77845079
"AHNAK2",9897857.92381859
"s__Eggerthella lenta",9896334.67216356
"TTYH2",9894981.04216896
"KCND3",9894490.74866388
"ITGA3",9893722.68248395
"FEN1",9893604.10349553
"CHAD",9892303.46906586
"DAB2",9892232.26134791
"ABCA7",9891956.56309595
"MAFA",9890909.70709064
"s__Planococcus donghaensis",9889664.49187361
"PRRT3",9889438.96716083
"USHBP1",9888451.42518189
